wkt_geom,OBJECTID,link_fld,api,operator,well,symbol,sdf_key,id,type,status,oper_num,well_num,well_name,field_code,dist_n_s,dir_n_s,dist_e_w,dir_e_w,qtrqtr,sec,twp,range,meridian,lat,long_,ground_ele,utm_x,utm_y,LocQual,field_name,name,api_seq_nu,api_county,HF_Range,Gradient_R,HF_Tier,Gradient_T
Point (505789 4123377),56070,7109183,05-071-09183,PIONEER NATURAL RESOURCES USA INC,13-18TR DEERFOOT,LO_XX,07109183&TYPE=WELL,289045,WELL,AL,10084,13-18TR,DEERFOOT,70830,2003,S,837,W,NWSW,18,32S,67W,6,37.25693,-104.93472,8119,505789,4123377,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9183,71,140-150,40-50,2,4
Point (527214.00000000093132257 4129966),56071,7109190,05-071-09190,PIONEER NATURAL RESOURCES USA INC,33-29 CAVEMAN,LO_XX,07109190&TYPE=WELL,289188,WELL,PR,10084,33-29,CAVEMAN,70830,0,,0,,NWSE,29,31S,65W,6,37.31594,-104.69287,7146,527214,4129966,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9190,71,120-130,60-70,2,2
Point (517450 4130608.00000000186264515),56132,7108946,05-071-08946,PIONEER NATURAL RESOURCES USA INC,31-29 PORTER,LO_XX,07108946&TYPE=WELL,286324,WELL,PR,10084,31-29,PORTER,70830,0,,0,,NWNE,29,31S,66W,6,37.32196,-104.80305,7417,517450,4130608,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8946,71,120-130,50-60,2,3
Point (508243.00000000093132257 4117207.00000000186264515),56133,7108972,05-071-08972,PIONEER NATURAL RESOURCES USA INC,32-5V Trebor,LO_XX,07108972&TYPE=WELL,286574,WELL,PR,10084,32-5V,Trebor,70830,0,,0,,SWNE,5,33S,67W,6,37.20129,-104.90711,7651,508243,4117207,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8972,71,150-160,60-70,1,2
Point (505425.00000000093132257 4120760),56134,7108982,05-071-08982,PIONEER NATURAL RESOURCES USA INC,42-25 GLORIA,LO_XX,07108982&TYPE=WELL,286677,WELL,PR,10084,42-25,GLORIA,70830,0,,0,,SENE,25,32S,68W,6,37.23334,-104.93884,8075,505425,4120760,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8982,71,140-150,50-60,2,3
Point (518479.00000000093132257 4124145.0000000037252903),56184,7108987,05-071-08987,PIONEER NATURAL RESOURCES USA INC,11-16 TR OSWALD,LO_XX,07108987&TYPE=WELL,286774,WELL,PR,10084,11-16 TR,OSWALD,70830,0,,0,,NWNW,16,32S,66W,6,37.26369,-104.79159,7605,518479,4124145,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8987,71,150-160,50-60,1,3
Point (506317.00000000093132257 4118435),56295,7108996,05-071-08996,PIONEER NATURAL RESOURCES USA INC,33-31 SHADOW,LO_XX,07108996&TYPE=WELL,286841,WELL,PR,10084,33-31,SHADOW,70830,0,,0,,NWSE,31,32S,67W,6,37.21238,-104.92881,7907,506317,4118435,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8996,71,150-160,60-70,1,2
Point (507549.00000000186264515 4121638.00000000186264515),56296,7108995,05-071-08995,PIONEER NATURAL RESOURCES USA INC,23-20 SOLAR CRESCENT,LO_XX,07108995&TYPE=WELL,286842,WELL,PR,10084,23-20,SOLAR CRESCENT,70830,0,,0,,NESW,20,32S,67W,6,37.24124,-104.91489,7942,507549,4121638,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8995,71,140-150,50-60,2,3
Point (521983 4127625.00000000186264515),56297,7108999,05-071-08999,PIONEER NATURAL RESOURCES USA INC,24-35 WHIPSAW,LO_XX,07108999&TYPE=WELL,286859,WELL,PR,10084,24-35,WHIPSAW,70830,0,,0,,SESW,35,31S,66W,6,37.29498,-104.75197,7347,521983,4127625,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8999,71,130-140,60-70,2,2
Point (499219 4121385.00000000186264515),56298,7108998,05-071-08998,PIONEER NATURAL RESOURCES USA INC,14-21 KENNEDY,LO_XX,07108998&TYPE=WELL,286860,WELL,PR,10084,14-21,KENNEDY,70830,0,,0,,SWSW,21,32S,68W,6,37.23899,-105.0088,8278,499219,4121385,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8998,71,130-140,40-50,2,4
Point (518698 4116919.00000000186264515),56300,7109018,05-071-09018,PIONEER NATURAL RESOURCES USA INC,13-4 LOBO,LO_XX,07109018&TYPE=WELL,287509,WELL,PR,10084,13-4,LOBO,70830,0,,0,,NWSW,4,33S,66W,6,37.19855,-104.7893,7444,518698,4116919,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9018,71,180-190,60-70,1,2
Point (514931 4103335.0000000037252903),56321,7109031,05-071-09031,PIONEER NATURAL RESOURCES USA INC,1-24-34-67 LORENCITO,LO_XX,07109031&TYPE=WELL,287545,WELL,PR,10084,1-24-34-67,LORENCITO,70830,0,,0,,NENE,24,34S,67W,6,37.07617,-104.83202,7602,514931,4103335,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9031,71,130-140,60-70,2,2
Point (500616 4112565),56336,7108776,05-071-08776,XTO ENERGY INC,1 SECORA,LO_XX,07108776&TYPE=WELL,284519,WELL,SI,100264,1,SECORA,70830,0,,0,,SENE,21,33S,68W,6,37.15949,-104.99306,8134,500616,4112565,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8776,71,130-140,50-60,2,3
Point (517807.00000000093132257 4127904.00000000186264515),56363,7108561,05-071-08561,PIONEER NATURAL RESOURCES USA INC,44-32 TR WRANGLER,LO_XX,07108561&TYPE=WELL,280547,WELL,PR,10084,44-32 TR,WRANGLER,70830,1104,S,922,E,SESE,32,31S,66W,6,37.29758,-104.799078,7463,517807,4127904,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8561,71,130-140,50-60,2,3
Point (527517 4122277),56364,7108569,05-071-08569,PIONEER NATURAL RESOURCES USA INC,42-20 R BLACK RABBIT,LO_XX,07108569&TYPE=WELL,280611,WELL,PR,10084,42-20 R,BLACK RABBIT,70830,1556,N,976,E,SENE,20,32S,65W,6,37.246622,-104.689734,7352,527517,4122277,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8569,71,170-180,60-70,1,2
Point (525282 4133791.0000000037252903),56365,7108583,05-071-08583,PIONEER NATURAL RESOURCES USA INC,21-18 PHOENIX,LO_XX,07108583&TYPE=WELL,280686,WELL,SI,10084,21-18,PHOENIX,70830,0,,0,,NENW,18,31S,65W,6,37.35047,-104.71454,6929,525282,4133791,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8583,71,110-120,60-70,3,2
Point (503965 4130735.00000000186264515),56366,7108587,05-071-08587,PIONEER NATURAL RESOURCES USA INC,11-25 HITCHHIKER,LO_XX,07108587&TYPE=WELL,280797,WELL,XX,10084,11-25,HITCHHIKER,70830,0,,0,,NWNW,25,31S,68W,6,37.32326,-104.95525,8951,503965,4130735,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8587,71,120-130,40-50,2,4
Point (533223.00000000186264515 4099525.00000000186264515),56367,7108594,05-071-08594,PIONEER NATURAL RESOURCES USA INC,22-36 MAC,LO_XX,07108594&TYPE=WELL,280904,WELL,PR,10084,22-36,MAC,70830,0,,0,,SENW,36,34S,65W,6,37.04135,-104.62641,6930,533223,4099525,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8594,71,120-130,90-100,2,1
Point (528717 4127890),56368,7108601,05-071-08601,PIONEER NATURAL RESOURCES USA INC,34-33 STOCK CANYON,LO_XX,07108601&TYPE=WELL,280922,WELL,PR,10084,34-33,STOCK CANYON,70830,0,,0,,SWSE,33,31S,65W,6,37.29718,-104.67598,7263,528717,4127890,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8601,71,130-140,70-80,2,1
Point (501543.00000000093132257 4120643.00000000186264515),56370,7108602,05-071-08602,PIONEER NATURAL RESOURCES USA INC,32-27 FLASHBACK,LO_XX,07108602&TYPE=WELL,280929,WELL,XX,10084,32-27,FLASHBACK,70830,0,,0,,SWNE,27,32S,68W,6,37.2323,-104.9826,8360,501543,4120643,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8602,71,140-150,40-50,2,4
Point (501018.00000000093132257 4129131),56371,7108609,05-071-08609,PIONEER NATURAL RESOURCES USA INC,11-34 FULL MONTY,LO_XX,07108609&TYPE=WELL,281004,WELL,XX,10084,11-34,FULL MONTY,70830,0,,0,,NWNW,34,31S,68W,6,37.30881,-104.98851,9436,501018,4129131,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8609,71,120-130,40-50,2,4
Point (519855.00000000093132257 4119251.0000000037252903),56372,7108615,05-071-08615,PIONEER NATURAL RESOURCES USA INC,41-33 KV ROADSTER,LO_XX,07108615&TYPE=WELL,281265,WELL,PR,10084,41-33 KV,ROADSTER,70830,0,,0,,NENE,33,32S,66W,6,37.21954,-104.7762,7386,519855,4119251,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8615,71,180-190,50-60,1,3
Point (515020 4119506.00000000186264515),56374,7108627,05-071-08627,PIONEER NATURAL RESOURCES USA INC,41-36 TR BUFFET,LO_XX,07108627&TYPE=WELL,281726,WELL,PR,10084,41-36 TR,BUFFET,70830,0,,0,,NENE,36,32S,67W,6,37.22193,-104.8307,7587,515020,4119506,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8627,71,170-180,40-50,1,4
Point (529775 4102491.0000000037252903),56375,7108638,05-071-08638,PIONEER NATURAL RESOURCES USA INC,13-22 QUARTZ,LO_XX,07108638&TYPE=WELL,281851,WELL,PR,10084,13-22,QUARTZ,70830,0,,0,,NWSW,22,34S,65W,6,37.0682,-104.66506,6793,529775,4102491,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8638,71,120-130,100-110,2,1
Point (514923 4102564),56377,7108678,05-071-08678,PIONEER NATURAL RESOURCES USA INC,9-24-34-67 TR LORENCITO,LO_XX,07108678&TYPE=WELL,282633,WELL,PR,10084,9-24-34-67 TR,LORENCITO,70830,0,,0,,NESE,24,34S,67W,6,37.069213,-104.832132,7625,514923,4102564,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8678,71,130-140,60-70,2,2
Point (505810.00000000186264515 4113538),56403,7108566,05-071-08566,PIONEER NATURAL RESOURCES USA INC,13-18R Montoya,LO_XX,07108566&TYPE=WELL,280568,WELL,PR,10084,13-18R,Montoya,70830,1458,S,1045,W,NWSW,18,33S,67W,6,37.168242,-104.934561,7886,505810,4113538,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8566,71,140-150,60-70,2,2
Point (519288 4123812.00000000186264515),56404,7108568,05-071-08568,PIONEER NATURAL RESOURCES USA INC,32-16 TR STATE WILDLIFE,LO_XX,07108568&TYPE=WELL,280583,WELL,PR,10084,32-16 TR,STATE WILDLIFE,70830,1838,N,1850,E,SWNE,16,32S,66W,6,37.260671,-104.782477,7594,519288,4123812,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8568,71,160-170,50-60,1,3
Point (505187.00000000093132257 4123124),56405,7108582,05-071-08582,PIONEER NATURAL RESOURCES USA INC,44-13 EXODUS,LO_XX,07108582&TYPE=WELL,280685,WELL,PR,10084,44-13,EXODUS,70830,0,,0,,SESE,13,32S,68W,6,37.25465,-104.94151,8229,505187,4123124,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8582,71,140-150,40-50,2,4
Point (522067.00000000093132257 4123433),56406,7108590,05-071-08590,PIONEER NATURAL RESOURCES USA INC,23-14 TR TIAGA,LO_XX,07108590&TYPE=WELL,280900,WELL,PR,10084,23-14 TR,TIAGA,70830,2272,S,2121,W,NESW,14,32S,66W,6,37.257191,-104.751146,7633,522067,4123433,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8590,71,170-180,50-60,1,3
Point (516191 4126062.00000000186264515),56407,7108592,05-071-08592,PIONEER NATURAL RESOURCES USA INC,44-6 TR VERTIGO,LO_XX,07108592&TYPE=WELL,280902,WELL,PR,10084,44-6 TR,VERTIGO,70830,298,S,1223,E,SESE,6,32S,66W,6,37.28101,-104.817359,7936,516191,4126062,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8592,71,140-150,50-60,2,3
Point (532509 4099435.00000000186264515),56408,7108607,05-071-08607,PIONEER NATURAL RESOURCES USA INC,43-35 HAMBURG,LO_XX,07108607&TYPE=WELL,280934,WELL,PR,10084,43-35,HAMBURG,70830,0,,0,,NESE,35,34S,65W,6,37.04057,-104.63444,7177,532509,4099435,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8607,71,120-130,90-100,2,1
Point (531957 4098444.99999999813735485),56409,7108617,05-071-08617,PIONEER NATURAL RESOURCES USA INC,21-2 OLD FAITHFUL,LO_XX,07108617&TYPE=WELL,281336,WELL,PR,10084,21-2,OLD FAITHFUL,70830,0,,0,,NENW,2,35S,65W,6,37.03166,-104.64069,7323,531957,4098445,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8617,71,120-130,80-90,2,1
Point (507633 4123261.00000000186264515),56410,7108636,05-071-08636,PIONEER NATURAL RESOURCES USA INC,23-17 MERLIN,LO_XX,07108636&TYPE=WELL,281753,WELL,PR,10084,23-17,MERLIN,70830,0,,0,,NESW,17,32S,67W,6,37.25587,-104.91392,7843,507633,4123261,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8636,71,140-150,40-50,2,4
Point (510142.00000000186264515 4118964.00000000186264515),56414,7108640,05-071-08640,PIONEER NATURAL RESOURCES USA INC,42-33 TR PEDRI,LO_XX,07108640&TYPE=WELL,281853,WELL,PR,10084,42-33 TR,PEDRI,70830,0,,0,,SENE,33,32S,67W,6,37.21711,-104.88569,7543,510142,4118964,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8640,71,160-170,50-60,1,3
Point (527339.00000000186264515 4118948.00000000186264515),56415,7108641,05-071-08641,PIONEER NATURAL RESOURCES USA INC,32-32 LPGC,LO_XX,07108641&TYPE=WELL,281855,WELL,PR,10084,32-32,LPGC,70830,0,,0,,SWNE,32,32S,65W,6,37.21662,-104.69186,6953,527339,4118948,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8641,71,180-190,70-80,1,1
Point (517800 4126846),56416,7108648,05-071-08648,PIONEER NATURAL RESOURCES USA INC,42-5 TR J & J,LO_XX,07108648&TYPE=WELL,282119,WELL,PR,10084,42-5 TR,J & J,70830,0,,0,,SENE,5,32S,66W,6,37.28805,-104.79919,7397,517800,4126846,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8648,71,140-150,50-60,2,3
Point (511499 4115434.99999999813735485),56417,7108649,05-071-08649,PIONEER NATURAL RESOURCES USA INC,33-10 TR BUTCH,LO_XX,07108649&TYPE=WELL,282121,WELL,PR,10084,33-10 TR,BUTCH,70830,0,,0,,NWSE,10,33S,67W,6,37.18529,-104.87045,7571,511499,4115435,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8649,71,160-170,50-60,1,3
Point (508366.99999999906867743 4122846.00000000186264515),56418,7108653,05-071-08653,PIONEER NATURAL RESOURCES USA INC,44-17 MORRISON,LO_XX,07108653&TYPE=WELL,282170,WELL,PR,10084,44-17,MORRISON,70830,0,,0,,SESE,17,32S,67W,6,37.25212,-104.90565,7787,508367,4122846,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8653,71,140-150,40-50,2,4
Point (514913 4123394),56419,7108655,05-071-08655,PIONEER NATURAL RESOURCES USA INC,43-13 KV INTERCEPTOR,LO_XX,07108655&TYPE=WELL,282172,WELL,DA,10084,43-13 KV,INTERCEPTOR,70830,0,,0,,NESE,13,32S,67W,6,37.25698,-104.83183,7944,514913,4123394,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8655,71,150-160,50-60,1,3
Point (526392 4120568.0000000037252903),56420,7108660,05-071-08660,PIONEER NATURAL RESOURCES USA INC,12-29 TR SCREAMIN,LO_XX,07108660&TYPE=WELL,282287,WELL,PR,10084,12-29 TR,SCREAMIN,70830,0,,0,,SWNW,29,32S,65W,6,37.23125,-104.70248,7130,526392,4120568,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8660,71,190-200,60-70,1,2
Point (504602 4122156),56769,7109194,05-071-09194,PIONEER NATURAL RESOURCES USA INC,22-24 OUTPOST,LO_XX,07109194&TYPE=WELL,289277,WELL,PR,10084,22-24,OUTPOST,70830,0,,0,,SENW,24,32S,68W,6,37.24593,-104.94811,8035,504602,4122156,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9194,71,140-150,40-50,2,4
Point (522525.00000000093132257 4122415),56770,7109201,05-071-09201,PIONEER NATURAL RESOURCES USA INC,31-23 COSWORTH FEDERAL,LO_XX,07109201&TYPE=WELL,289411,WELL,XX,10084,31-23,COSWORTH FEDERAL,70830,0,,0,,NWNE,23,32S,66W,6,37.248,-104.74601,7564,522525,4122415,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9201,71,180-190,50-60,1,3
Point (498634 4094595.00000000186264515),56780,7109055,05-071-09055,RED RIVER RANCH HOLDINGS LLC,17-2 R68W RRR,LO_XX,07109055&TYPE=WELL,287814,WELL,PR,10044,17-2 R68W,RRR,70830,0,,0,,SWNE,17,35S,68W,6,36.9975,-105.015353,9326,498634,4094595,ACTUAL LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,9055,71,110-120,50-60,3,3
Point (507243.00000000093132257 4109847.00000000186264515),56782,7109140,05-071-09140,XTO ENERGY INC,32-4 GOLDEN EAGLE,LO_XX,07109140&TYPE=WELL,288584,WELL,PR,100264,32-4,GOLDEN EAGLE,70830,0,,0,,NWNW,32,33S,67W,6,37.13496,-104.91845,7501,507243,4109847,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9140,71,140-150,60-70,2,2
Point (507609 4111952.00000000186264515),56783,7109185,05-071-09185,XTO ENERGY INC,20-13 GOLDEN EAGLE,LO_XX,07109185&TYPE=WELL,289043,WELL,PR,100264,20-13,GOLDEN EAGLE,70830,0,,0,,SWSW,20,33S,67W,6,37.153931,-104.914313,7304,507609,4111952,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9185,71,150-160,70-80,1,1
Point (507023.00000000093132257 4099568.0000000037252903),56784,7109200,05-071-09200,XTO ENERGY INC,31-08 HILL RANCH,LO_XX,07109200&TYPE=WELL,289379,WELL,PR,100264,31-08,HILL RANCH,70830,0,,0,,SENE,31,34S,67W,6,37.042303,-104.921025,8214,507023,4099568,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9200,71,120-130,60-70,2,2
Point (505298 4110121),56785,7109237,05-071-09237,XTO ENERGY INC,25-16 NEW ELK,LO_XX,07109237&TYPE=WELL,290088,WELL,PR,100264,25-16,NEW ELK,70830,0,,0,,SESE,25,33S,68W,6,37.137443,-104.940352,7943,505298,4110121,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9237,71,140-150,60-70,2,2
Point (504947 4109105.99999999813735485),56786,7109235,05-071-09235,XTO ENERGY INC,36-7 NEW ELK,LO_XX,07109235&TYPE=WELL,290090,WELL,DG,100264,36-7,NEW ELK,70830,0,,0,,SWNE,36,33S,68W,6,37.128291,-104.944308,8051,504947,4109106,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9235,71,140-150,60-70,2,2
Point (507343.00000000093132257 4105594.00000000186264515),56787,7109280,05-071-09280,XTO ENERGY INC,8-12 APRACHE CANYON,LO_XX,07109280&TYPE=WELL,290522,WELL,DG,100264,8-12,APRACHE CANYON,70830,0,,0,,NWSW,8,34S,67W,6,37.09662,-104.91737,7597,507343,4105594,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9280,71,130-140,70-80,2,1
Point (506534.00000000093132257 4110422.00000000186264515),56788,7109278,05-071-09278,XTO ENERGY INC,30-10 GOLDEN EAGLE,LO_XX,07109278&TYPE=WELL,290524,WELL,PR,100264,30-10,GOLDEN EAGLE,70830,0,,0,,NWSE,30,33S,67W,6,37.140144,-104.926428,7874,506534,4110422,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9278,71,140-150,60-70,2,2
Point (507274 4107949.00000000186264515),56791,7108817,05-071-08817,XTO ENERGY INC,5-4 APACHE CANYON,LO_XX,07108817&TYPE=WELL,285170,WELL,PR,100264,5-4,APACHE CANYON,70830,0,,0,,NWNW,5,34S,67W,6,37.117849,-104.918121,7838,507274,4107949,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8817,71,140-150,60-70,2,2
Point (505316 4103689.00000000186264515),56792,7108818,05-071-08818,XTO ENERGY INC,13-16 APACHE CANYON,LO_XX,07108818&TYPE=WELL,285173,WELL,PR,100264,13-16,APACHE CANYON,70830,0,,0,,SESE,13,34S,68W,6,37.079461,-104.940189,8074,505316,4103689,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8818,71,130-140,60-70,2,2
Point (502604.00000000093132257 4096171.00000000186264515),56793,7109030,05-071-09030,RED RIVER RANCH HOLDINGS LLC,11-5 RED RIVER RANCH,LO_XX,07109030&TYPE=WELL,287546,WELL,PR,10044,11-5,RED RIVER RANCH,70830,0,,0,,SWNW,11,35S,68W,6,37.011703,-104.97073,8846,502604,4096171,ACTUAL LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,9030,71,120-130,40-50,2,4
Point (498175.00000000093132257 4094673.00000000186264515),56794,7109028,05-071-09028,RED RIVER RANCH HOLDINGS LLC,17-1 CH RRRH COREHOLE,LO_XX,07109028&TYPE=WELL,287559,WELL,AL,10044,17-1 CH,RRRH COREHOLE,70830,2129,N,2171,W,SENW,17,35S,68W,6,36.998202,-105.020516,9344,498175,4094673,PLANNED LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,9028,71,110-120,50-60,3,3
Point (494822.00000000093132257 4096845.00000000186264515),56795,7109027,05-071-09027,RED RIVER RANCH HOLDINGS LLC,12-1 CH RRRH COREHOLE,LO_XX,07109027&TYPE=WELL,287560,WELL,XX,10044,12-1 CH,RRRH COREHOLE,70830,192,N,1726,W,NENW,12,35S,69W,6,37.017764,-105.058204,9232,494822,4096845,PLANNED LatLong,PURGATOIRE RIVER,RED RIVER RANCH HOLDINGS LLC,9027,71,110-120,60-70,3,2
Point (506576 4108938.00000000186264515),56843,7109115,05-071-09115,XTO ENERGY INC,31-10 APACHE CANYON,LO_XX,07109115&TYPE=WELL,288295,WELL,DG,100264,31-10,APACHE CANYON,70830,0,,0,,NWSE,31,33S,67W,6,37.126773,-104.925973,7664,506576,4108938,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9115,71,140-150,60-70,2,2
Point (507295 4111234.0000000037252903),56844,7109114,05-071-09114,XTO ENERGY INC,29-4 GOLDEN EAGLE,LO_XX,07109114&TYPE=WELL,288296,WELL,PR,100264,29-4,GOLDEN EAGLE,70830,0,,0,,NWNW,29,33S,67W,6,37.147458,-104.917855,7314,507295,4111234,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9114,71,140-150,70-80,2,1
Point (507176.00000000093132257 4108906),56845,7109128,05-071-09128,XTO ENERGY INC,32-12 APACHE CANYON,LO_XX,07109128&TYPE=WELL,288596,WELL,PR,100264,32-12,APACHE CANYON,70830,0,,0,,NWSW,32,33S,67W,6,37.126473,-104.919213,8084,507176,4108906,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9128,71,140-150,60-70,2,2
Point (505633 4109001),56846,7109120,05-071-09120,XTO ENERGY INC,31-12 APACHE CANYON,LO_XX,07109120&TYPE=WELL,288664,WELL,DG,100264,31-12,APACHE CANYON,70830,0,,0,,NWSW,31,33S,67W,6,37.12734,-104.93659,7743,505633,4109001,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9120,71,140-150,60-70,2,2
Point (512560 4100627),56847,7109206,05-071-09206,XTO ENERGY INC,26-11-2 HILL RANCH,LO_XX,07109206&TYPE=WELL,289599,WELL,PR,100264,26-11-2,HILL RANCH,70830,0,,0,,NESW,26,34S,67W,6,37.05179,-104.85874,7912,512560,4100627,ACTUAL LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9206,71,130-140,60-70,2,2
Point (517002 4126595.0000000037252903),56989,7108563,05-071-08563,PIONEER NATURAL RESOURCES USA INC,23-5 TR FLO,LO_XX,07108563&TYPE=WELL,280545,WELL,PR,10084,23-5 TR,FLO,70830,2064,S,1541,W,NESW,5,32S,66W,6,37.2858,-104.808198,7475,517002,4126595,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8563,71,140-150,50-60,2,3
Point (527325.99999999906867743 4117481.0000000037252903),56990,7108596,05-071-08596,PIONEER NATURAL RESOURCES USA INC,32-5 R DICKS,LO_XX,07108596&TYPE=WELL,280906,WELL,PR,10084,32-5 R,DICKS,70830,0,,0,,SWNE,5,33S,65W,6,37.2034,-104.69206,6932,527326,4117481,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8596,71,180-190,70-80,1,1
Point (511435 4113946.00000000186264515),56991,7108604,05-071-08604,PIONEER NATURAL RESOURCES USA INC,32-15 TR BIG PINE,LO_XX,07108604&TYPE=WELL,280931,WELL,PR,10084,32-15 TR,BIG PINE,70830,2546,N,1451,E,SWNE,15,33S,67W,6,37.171862,-104.871189,7294,511435,4113946,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8604,71,160-170,60-70,1,2
Point (504862.00000000093132257 4126879),56992,7108611,05-071-08611,PIONEER NATURAL RESOURCES USA INC,32-1 VENDETTA,LO_XX,07108611&TYPE=WELL,281199,WELL,XX,10084,32-1,VENDETTA,70830,2296,N,2213,E,SWNE,1,32S,68W,6,37.2885,-104.945152,8614,504862,4126879,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8611,71,130-140,30-40,2,4
Point (528139 4132933.99999999813735485),56993,7108625,05-071-08625,PIONEER NATURAL RESOURCES USA INC,13-16 SHUFFLE,LO_XX,07108625&TYPE=WELL,281674,WELL,XX,10084,13-16,SHUFFLE,70830,0,,0,,NWSW,16,31S,65W,6,37.34267,-104.68232,7139,528139,4132934,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8625,71,110-120,60-70,3,2
