wkt_geom,OBJECTID,link_fld,api,operator,well,symbol,sdf_key,id,type,status,oper_num,well_num,well_name,field_code,dist_n_s,dir_n_s,dist_e_w,dir_e_w,qtrqtr,sec,twp,range,meridian,lat,long_,ground_ele,utm_x,utm_y,LocQual,field_name,name,api_seq_nu,api_county,HF_Range,Gradient_R,HF_Tier,Gradient_T
Point (513962 4119194.00000000186264515),74162,7107695,05-071-07695,PIONEER NATURAL RESOURCES USA INC,21-36 TR STATE OF COLORADO AS,LO_XX,07107695&TYPE=WELL,264473,WELL,PR,10084,21-36 TR,STATE OF COLORADO AS,70830,1110,N,1528,W,NENW,36,32S,67W,6,37.219141,-104.842629,7345,513962,4119194,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7695,71,160-170,40-50,1,4
Point (516006.00000000093132257 4110253),74163,7109657,05-071-09657,PIONEER NATURAL RESOURCES USA INC,33-30 CLOCK,LO_XX,07109657&TYPE=WELL,298097,WELL,PR,10084,33-30,CLOCK,70830,1343,S,2048,E,NWSE,30,33S,66W,6,37.13851,-104.81978,6938,516006,4110253,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9657,71,160-170,60-70,1,2
Point (510868.00000000186264515 4121326.00000000186264515),74166,7109659,05-071-09659,PIONEER NATURAL RESOURCES USA INC,24-22 BRAKE HANDLE,LO_XX,07109659&TYPE=WELL,298167,WELL,XX,10084,24-22,BRAKE HANDLE,70830,658,S,2002,W,SESW,22,32S,67W,6,37.2384,-104.87747,7801,510868,4121326,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9659,71,150-160,40-50,1,4
Point (523478.00000000093132257 4103220.0000000037252903),74201,7107396,05-071-07396,EL PASO E & P COMPANY LP,79 VPR C,LO_XX,07107396&TYPE=WELL,260180,WELL,PR,100872,79,VPR C,70830,882,N,1016,W,NWNW,24,34S,66W,6,37.074954,-104.735875,7591,523478,4103220,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7396,71,130-140,40-50,2,4
Point (521750.00000000093132257 4094301),74202,7107663,05-071-07663,EL PASO E & P COMPANY LP,88 VPR,LO_XX,07107663&TYPE=WELL,264067,WELL,PR,100872,88,VPR,70830,3780,N,654,W,NWSW,14,35S,66W,6,36.994596,-104.755575,7868,521750,4094301,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7663,71,120-130,60-70,2,2
Point (521221.99999999906867743 4094413),74203,7107670,05-071-07670,EL PASO E & P COMPANY LP,44 VPR C,LO_XX,07107670&TYPE=WELL,264074,WELL,PR,100872,44,VPR C,70830,2408,N,1075,E,NESE,15,35S,66W,6,36.995616,-104.761495,7693,521222,4094413,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7670,71,120-130,60-70,2,2
Point (523038.00000000093132257 4096712),74204,7107731,05-071-07731,EL PASO E & P COMPANY LP,112 VPR C,LO_XX,07107731&TYPE=WELL,264828,WELL,PR,100872,112,VPR C,70830,1136,N,377,E,NENE,11,35S,66W,6,37.016305,-104.741024,7448,523038,4096712,Planned LatLong,PURGATOIRE RIVER,EL PASO E & P COMPANY LP,7731,71,120-130,60-70,2,2
Point (514047.00000000093132257 4114500),74208,7107528,05-071-07528,EVERGREEN OPERATING CORPORATION,21-13 RED HORSE,LO_XX,07107528&TYPE=WELL,261951,WELL,AL,6385,21-13,RED HORSE,70830,652,N,1836,W,NENW,13,33S,67W,6,37.176822,-104.841759,7482,514047,4114500,Planned LatLong,PURGATOIRE RIVER,EVERGREEN OPERATING CORPORATION,7528,71,160-170,50-60,1,3
Point (499471.00000000093132257 4122509.00000000186264515),74284,7109548,05-071-09548,PIONEER NATURAL RESOURCES USA INC,21-21 KENNEDY,LO_XX,07109548&TYPE=WELL,295414,WELL,XX,10084,21-21,KENNEDY,70830,807,N,1515,W,NENW,21,32S,68W,6,37.24912,-105.00596,8696,499471,4122509,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9548,71,130-140,40-50,2,4
Point (510812.00000000186264515 4119658.00000000186264515),74285,7109550,05-071-09550,PIONEER NATURAL RESOURCES USA INC,24-27 LORAINE,LO_XX,07109550&TYPE=WELL,295431,WELL,PR,10084,24-27,LORAINE,70830,0,,0,,SESW,27,32S,67W,6,37.22336,-104.87813,7699,510812,4119658,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9550,71,160-170,50-60,1,3
Point (499276 4123415.99999999813735485),74286,7109565,05-071-09565,PIONEER NATURAL RESOURCES USA INC,13-16 TR STONY,LO_XX,07109565&TYPE=WELL,295532,WELL,XX,10084,13-16 TR,STONY,70830,2176,S,889,W,NWSW,16,32S,68W,6,37.2573,-105.00816,8783,499276,4123416,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9565,71,130-140,40-50,2,4
Point (505835 4122498.00000000186264515),74287,7109572,05-071-09572,PIONEER NATURAL RESOURCES USA INC,11-19 CREED,LO_XX,07109572&TYPE=WELL,295599,WELL,PR,10084,11-19,CREED,70830,877,N,1012,W,NWNW,19,32S,67W,6,37.24901,-104.93421,8148,505835,4122498,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9572,71,140-150,40-50,2,4
Point (524123.00000000093132257 4109667.00000000186264515),74288,7109600,05-071-09600,PIONEER NATURAL RESOURCES USA INC,31-36 BOREALIS,LO_XX,07109600&TYPE=WELL,296085,WELL,PR,10084,31-36,BOREALIS,70830,0,,0,,NWNE,36,33S,66W,6,37.13305,-104.72841,6675,524123,4109667,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9600,71,150-160,90-100,1,1
Point (519234 4115938),74289,7109599,05-071-09599,PIONEER NATURAL RESOURCES USA INC,31-9 GOPHER,LO_XX,07109599&TYPE=WELL,296086,WELL,PR,10084,31-9,GOPHER,70830,0,,0,,NWNE,9,33S,66W,6,37.18969,-104.78329,7220,519234,4115938,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9599,71,180-190,60-70,1,2
Point (519256.00000000093132257 4117544),74291,7108778,05-071-08778,PIONEER NATURAL RESOURCES USA INC,31-4 CUDA,LO_XX,07108778&TYPE=WELL,284521,WELL,PR,10084,31-4,CUDA,70830,0,,0,,NWNE,4,33S,66W,6,37.20417,-104.783,7523,519256,4117544,ACTUAL LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8778,71,180-190,50-60,1,3
Point (514401 4116514.00000000186264515),74381,7108502,05-071-08502,PIONEER NATURAL RESOURCES USA INC,34-1 BAA BAA,LO_XX,07108502&TYPE=WELL,279416,WELL,PR,10084,34-1,BAA BAA,70830,671,S,2289,E,SWSE,1,33S,67W,6,37.194972,-104.837729,7391,514401,4116514,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8502,71,170-180,50-60,1,3
Point (506105.00000000093132257 4120412),74382,7108510,05-071-08510,PIONEER NATURAL RESOURCES USA INC,22-30 SCHWEITZER,LO_XX,07108510&TYPE=WELL,279627,WELL,PR,10084,22-30,SCHWEITZER,70830,2407,N,1966,W,SENW,30,32S,67W,6,37.230201,-104.931182,8005,506105,4120412,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8510,71,140-150,50-60,2,3
Point (514809.00000000093132257 4106980.99999999813735485),74383,7108517,05-071-08517,PIONEER NATURAL RESOURCES USA INC,16-1-34-67 LORENCITO,LO_XX,07108517&TYPE=WELL,279634,WELL,PR,10084,16-1-34-67,LORENCITO,70830,972,S,923,E,SESE,1,34S,67W,6,37.109033,-104.833328,7311,514809,4106981,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8517,71,140-150,60-70,2,2
Point (530923.99999999906867743 4114066),74384,7108531,05-071-08531,PIONEER NATURAL RESOURCES USA INC,42-15 PREDATOR,LO_XX,07108531&TYPE=WELL,279795,WELL,PR,10084,42-15,PREDATOR,70830,2275,N,569,E,SENE,15,33S,65W,6,37.172503,-104.651653,6611,530924,4114066,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8531,71,150-160,80-90,1,1
Point (516049.00000000186264515 4118341.00000000186264515),74385,7108533,05-071-08533,PIONEER NATURAL RESOURCES USA INC,33-31 R MCDONALD,LO_XX,07108533&TYPE=WELL,279984,WELL,PR,10084,33-31 R,MCDONALD,70830,1386,S,1926,E,NWSE,31,32S,66W,6,37.211412,-104.819128,7362,516049,4118341,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8533,71,170-180,50-60,1,3
Point (535549 4104564),74386,7108556,05-071-08556,PIONEER NATURAL RESOURCES USA INC,32-18 ATLAS,LO_XX,07108556&TYPE=WELL,280456,WELL,PR,10084,32-18,ATLAS,70830,1892,N,1456,E,SWNE,18,34S,64W,6,37.086685,-104.600011,6898,535549,4104564,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8556,71,120-130,80-90,2,1
Point (513685.99999999906867743 4124233.00000000186264515),74387,7107938,05-071-07938,PIONEER NATURAL RESOURCES USA INC,11-13 COOPER,LO_XX,07107938&TYPE=WELL,270249,WELL,SI,10084,11-13,COOPER,70830,411,N,835,W,NWNW,13,32S,67W,6,37.264561,-104.845649,7758,513686,4124233,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7938,71,150-160,50-60,1,3
Point (517863.00000000093132257 4127377),74389,7107954,05-071-07954,PIONEER NATURAL RESOURCES USA INC,41-5 MACK,LO_XX,07107954&TYPE=WELL,270660,WELL,PR,10084,41-5,MACK,70830,626,N,759,E,NENE,5,32S,66W,6,37.29283,-104.798458,7265,517863,4127377,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7954,71,130-140,50-60,2,3
Point (532268 4106273),74390,7107964,05-071-07964,PIONEER NATURAL RESOURCES USA INC,32-11 VIVA,LO_XX,07107964&TYPE=WELL,270860,WELL,PR,10084,32-11,VIVA,70830,1524,N,1523,E,SWNE,11,34S,65W,6,37.102214,-104.636852,6619,532268,4106273,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7964,71,130-140,70-80,2,1
Point (518908.00000000186264515 4125844),74391,7107970,05-071-07970,PIONEER NATURAL RESOURCES USA INC,21-9 CHEVELLE,LO_XX,07107970&TYPE=WELL,270960,WELL,PR,10084,21-9,CHEVELLE,70830,413,N,2451,W,NENW,9,32S,66W,6,37.278991,-104.786708,7358,518908,4125844,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7970,71,140-150,50-60,2,3
Point (517613 4104369.00000000186264515),74392,7107982,05-071-07982,PIONEER NATURAL RESOURCES USA INC,7-17-34-66 LORENCITO,LO_XX,07107982&TYPE=WELL,271221,WELL,PR,10084,7-17-34-66,LORENCITO,70830,2169,S,2381,E,SWNE,17,34S,66W,6,37.085444,-104.801827,7406,517613,4104369,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7982,71,140-150,60-70,2,2
Point (528925.00000000093132257 4103652),74423,7107390,05-071-07390,PIONEER NATURAL RESOURCES USA INC,34-16 ALIDADE,LO_XX,07107390&TYPE=WELL,260173,WELL,PR,10084,34-16,ALIDADE,70830,525,S,2100,E,SWSE,16,34S,65W,6,37.078695,-104.674573,7142,528925,4103652,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7390,71,130-140,80-90,2,1
Point (509338 4105304),74476,7109690,05-071-09690,XTO ENERGY INC,09-14 APACHE CANYON,LO_XX,07109690&TYPE=WELL,300053,WELL,XX,100264,09-14,APACHE CANYON,70830,909,S,2122,W,SESW,9,34S,67W,6,37.093986,-104.894925,7388,509338,4105304,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9690,71,130-140,60-70,2,2
Point (510069 4106049),74477,7109692,05-071-09692,XTO ENERGY INC,09-08 APACHE CANYON,LO_XX,07109692&TYPE=WELL,300055,WELL,XX,100264,09-08,APACHE CANYON,70830,1925,N,753,E,SENE,9,34S,67W,6,37.100695,-104.886687,7655,510069,4106049,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9692,71,140-150,60-70,2,2
Point (508175 4113411.00000000186264515),74478,7109757,05-071-09757,XTO ENERGY INC,17-15H GOLDEN EAGLE,LO_XX,07109757&TYPE=WELL,301623,WELL,XX,100264,17-15H,GOLDEN EAGLE,70830,684,S,1734,E,SWSE,17,33S,67W,6,37.167077,-104.907916,7764,508175,4113411,PLANNED LatLong,PURGATOIRE RIVER,XTO ENERGY INC,9757,71,150-160,70-80,1,1
Point (504393 4107000.00000000186264515),74479,7107944,05-071-07944,XTO ENERGY INC,1-14 APACHE CANYON,LO_XX,07107944&TYPE=WELL,270571,WELL,PR,100264,1-14,APACHE CANYON,70830,1225,S,1534,W,SENE,1,34S,68W,6,37.109313,-104.950551,8041,504393,4107000,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7944,71,130-140,50-60,2,3
Point (502156.00000000093132257 4107888),74480,7107961,05-071-07961,XTO ENERGY INC,3-01 APACHE CANYON,LO_XX,07107961&TYPE=WELL,270839,WELL,PR,100264,03-01,APACHE CANYON,70830,1075,N,526,E,NENE,3,34S,68W,6,37.117323,-104.975732,7927,502156,4107888,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7961,71,130-140,50-60,2,3
Point (504223.00000000093132257 4108258.00000000186264515),74481,7107963,05-071-07963,XTO ENERGY INC,36-13 APACHE CANYON,LO_XX,07107963&TYPE=WELL,270841,WELL,PA,100264,36-13,APACHE CANYON,70830,81,S,983,W,SWSW,36,33S,68W,6,37.120653,-104.952461,8461,504223,4108258,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7963,71,130-140,50-60,2,3
Point (509269 4112787.00000000186264515),74482,7107994,05-071-07994,XTO ENERGY INC,21-3 GOLDEN EAGLE,LO_XX,07107994&TYPE=WELL,271290,WELL,PR,100264,21-3,GOLDEN EAGLE,70830,1261,N,1894,W,NENW,21,33S,67W,6,37.161442,-104.8956,7617,509269,4112787,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,7994,71,150-160,70-80,1,1
Point (508602 4094696.00000000186264515),74483,7108048,05-071-08048,XTO ENERGY INC,17-8 HILL RANCH,LO_XX,07108048&TYPE=WELL,272109,WELL,PR,100264,17-8,HILL RANCH,70830,2242,N,348,E,SENE,17,35S,67W,6,36.998375,-104.903329,8280,508602,4094696,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8048,71,120-130,60-70,2,2
Point (504695.00000000186264515 4107353),74484,7108049,05-071-08049,XTO ENERGY INC,1-11 APACHE CANYON,LO_XX,07108049&TYPE=WELL,272126,WELL,PR,100264,1-11,APACHE CANYON,70830,2376,S,2528,W,NESW,1,34S,68W,6,37.112493,-104.947151,8266,504695,4107353,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8049,71,130-140,50-60,2,3
Point (508577.00000000186264515 4099542),74485,7108062,05-071-08062,XTO ENERGY INC,32-8 HILL RANCH,LO_XX,07108062&TYPE=WELL,272343,WELL,PR,100264,32-8,HILL RANCH,70830,2174,N,402,E,SENE,32,34S,67W,6,37.042054,-104.903549,8083,508577,4099542,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8062,71,130-140,60-70,2,2
Point (507850 4099608),74486,7108078,05-071-08078,XTO ENERGY INC,32-06 HILL RANCH,LO_XX,07108078&TYPE=WELL,272460,WELL,PR,100264,32-06,HILL RANCH,70830,1958,N,2492,W,SENW,32,34S,67W,6,37.042654,-104.91172,8168,507850,4099608,Planned LatLong,PURGATOIRE RIVER,XTO ENERGY INC,8078,71,130-140,60-70,2,2
Point (505422.00000000093132257 4119603),74489,7109708,05-071-09708,PIONEER NATURAL RESOURCES USA INC,44-25 KENT,LO_XX,07109708&TYPE=WELL,300206,WELL,XX,10084,44-25,KENT,70830,222,S,274,E,SES,25,32S,68W,6,37.22291,-104.93888,8016,505422,4119603,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9708,71,140-150,50-60,2,3
Point (507107.00000000093132257 4121802.00000000186264515),74490,7109711,05-071-09711,PIONEER NATURAL RESOURCES USA INC,13-20TR SEABISKET,LO_XX,07109711&TYPE=WELL,300355,WELL,XX,10084,13-20TR,SEABISKET,70830,2114,S,43,W,NWSW,20,32S,67W,6,37.24272,-104.91987,7994,507107,4121802,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9711,71,140-150,50-60,2,3
Point (507269.99999999906867743 4120408),74491,7109736,05-071-09736,PIONEER NATURAL RESOURCES USA INC,12-29TR HERA,LO_XX,07109736&TYPE=WELL,300755,WELL,XX,10084,12-29TR,HERA,70830,2456,N,693,W,SWNW,29,32S,67W,6,37.23016,-104.91804,8053,507270,4120408,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9736,71,150-160,50-60,1,3
Point (502970.00000000093132257 4118126),74492,7109737,05-071-09737,PIONEER NATURAL RESOURCES USA INC,24-35 N.F.R.A.,LO_XX,07109737&TYPE=WELL,300806,WELL,XX,10084,24-35,N.F.R.A.,70830,908,S,2325,W,SESW,35,32S,68W,6,37.20961,-104.96653,7862,502970,4118126,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9737,71,140-150,50-60,2,3
Point (531174 4113614.00000000186264515),74493,7109740,05-071-09740,PIONEER NATURAL RESOURCES USA INC,13-14 TENGO NADA,LO_XX,07109740&TYPE=WELL,300872,WELL,XX,10084,13-14,TENGO NADA,70830,1390,S,252,W,NWSW,14,33S,65W,6,37.16842,-104.64886,6538,531174,4113614,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9740,71,140-150,80-90,2,1
Point (524115.00000000093132257 4106989),74567,7107403,05-071-07403,PIONEER NATURAL RESOURCES USA INC,34-1 BULLSNAKE,LO_XX,07107403&TYPE=WELL,260230,WELL,PR,10084,34-1,BULLSNAKE,70830,910,S,2080,E,SWSE,1,34S,66W,6,37.108914,-104.728585,7008,524115,4106989,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7403,71,140-150,70-80,2,1
Point (512517 4112435.00000000186264515),74568,7107421,05-071-07421,PIONEER NATURAL RESOURCES USA INC,22-23 KRISTIN,LO_XX,07107421&TYPE=WELL,260291,WELL,PR,10084,22-23,KRISTIN,70830,2176,N,2006,W,SENW,23,33S,67W,6,37.158232,-104.859029,7380,512517,4112435,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7421,71,160-170,60-70,1,2
Point (525820.00000000186264515 4102824),74570,7107456,05-071-07456,PIONEER NATURAL RESOURCES USA INC,32-19V BADGER,LO_XX,07107456&TYPE=WELL,260559,WELL,PR,10084,32-19V,BADGER,70830,2178,N,1778,E,SWNE,19,34S,65W,6,37.071325,-104.709534,7365,525820,4102824,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7456,71,130-140,70-80,2,1
Point (519356.00000000093132257 4109120),74571,7107462,05-071-07462,PIONEER NATURAL RESOURCES USA INC,33-33 VELASQUEZ,LO_XX,07107462&TYPE=WELL,260591,WELL,PR,10084,33-33,VELASQUEZ,70830,2439,S,1889,E,NWSE,33,33S,66W,6,37.128237,-104.782091,6810,519356,4109120,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7462,71,160-170,70-80,1,1
Point (509851.00000000093132257 4122621.0000000037252903),74572,7107481,05-071-07481,PIONEER NATURAL RESOURCES USA INC,31-21 LED,LO_XX,07107481&TYPE=WELL,260941,WELL,PR,10084,31-21,LED,70830,322,N,1404,E,NWNE,21,32S,67W,6,37.250081,-104.888921,7835,509851,4122621,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7481,71,150-160,40-50,1,4
Point (512663 4116657),74576,7109742,05-071-09742,PIONEER NATURAL RESOURCES USA INC,24-2TR DENISE,LO_XX,07109742&TYPE=WELL,300874,WELL,XX,10084,24-2TR,DENISE,70830,1122,S,2558,W,SESW,2,33S,67W,6,37.19629,-104.85731,7776,512663,4116657,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9742,71,160-170,50-60,1,3
Point (504570.00000000093132257 4128711),74577,7109746,05-071-09746,PIONEER NATURAL RESOURCES USA INC,22-36TR FISHER,LO_XX,07109746&TYPE=WELL,301023,WELL,XX,10084,22-36TR,FISHER,70830,1583,N,2154,W,SENW,36,31S,68W,6,37.30502,-104.94843,8470,504570,4128711,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9746,71,120-130,40-50,2,4
Point (526506.00000000093132257 4119389.0000000037252903),74578,7109764,05-071-09764,PIONEER NATURAL RESOURCES USA INC,11-32TR MOLLY,LO_XX,07109764&TYPE=WELL,301957,WELL,XX,10084,11-32TR,MOLLY,70830,512,N,866,W,NWNW,32,32S,65W,6,37.22062,-104.70123,6971,526506,4119389,PLANNED LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,9764,71,190-200,60-70,1,2
Point (509004.00000000186264515 4114979),74579,7108444,05-071-08444,PIONEER NATURAL RESOURCES USA INC,14-9R Norton,LO_XX,07108444&TYPE=WELL,278663,WELL,PR,10084,14-9R,Norton,70830,725,S,1103,W,SWSW,9,33S,67W,6,37.181202,-104.89856,7627,509004,4114979,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8444,71,150-160,60-70,1,2
Point (514114.00000000093132257 4126064),74582,7108459,05-071-08459,PIONEER NATURAL RESOURCES USA INC,24-1 BLAZER,LO_XX,07108459&TYPE=WELL,279048,WELL,PR,10084,24-1,BLAZER,70830,301,S,1982,W,SESW,1,32S,67W,6,37.28106,-104.840789,7765,514114,4126064,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8459,71,140-150,50-60,2,3
Point (514936 4107815.0000000037252903),74583,7108506,05-071-08506,PIONEER NATURAL RESOURCES USA INC,8-1-34-67 LORENCITO,LO_XX,07108506&TYPE=WELL,279412,WELL,PR,10084,8-1-34-67,LORENCITO,70830,1567,N,500,E,SENE,1,34S,67W,6,37.116553,-104.831878,7065,514936,4107815,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8506,71,150-160,60-70,1,2
Point (524697 4128273.00000000186264515),74584,7108504,05-071-08504,PIONEER NATURAL RESOURCES USA INC,13-31 OLYMPIAN,LO_XX,07108504&TYPE=WELL,279414,WELL,PR,10084,13-31,OLYMPIAN,70830,2375,S,517,W,NWSW,31,31S,65W,6,37.30075,-104.721326,7396,524697,4128273,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8504,71,130-140,60-70,2,2
Point (514043.99999999906867743 4106826.00000000186264515),74585,7108512,05-071-08512,PIONEER NATURAL RESOURCES USA INC,14-1-34-67 LORENCITO,LO_XX,07108512&TYPE=WELL,279629,WELL,PR,10084,14-1-34-67,LORENCITO,70830,467,S,1846,W,SESW,1,34S,67W,6,37.107653,-104.841938,7447,514044,4106826,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8512,71,140-150,60-70,2,2
Point (527324.00000000093132257 4111532.00000000186264515),74586,7108514,05-071-08514,PIONEER NATURAL RESOURCES USA INC,31-29 CHALLENGER,LO_XX,07108514&TYPE=WELL,279631,WELL,PR,10084,31-29,CHALLENGER,70830,51,N,1923,E,NWNE,29,33S,65W,6,37.149773,-104.692304,6960,527324,4111532,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8514,71,150-160,80-90,1,1
Point (514933 4123375.00000000186264515),74587,7108549,05-071-08549,PIONEER NATURAL RESOURCES USA INC,43-13 TR INTERCEPTOR,LO_XX,07108549&TYPE=WELL,280318,WELL,WO,10084,43-13 TR,INTERCEPTOR,70830,2006,S,436,E,NESE,13,32S,67W,6,37.256811,-104.831599,7943,514933,4123375,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8549,71,150-160,50-60,1,3
Point (519254.00000000093132257 4113798.00000000186264515),74588,7107942,05-071-07942,PIONEER NATURAL RESOURCES USA INC,33-16 KJTD,LO_XX,07107942&TYPE=WELL,270339,WELL,PR,10084,33-16,KJTD,70830,2206,S,2133,E,NWSE,16,33S,66W,6,37.170402,-104.783117,7125,519254,4113798,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7942,71,170-180,70-80,1,1
Point (516962.00000000186264515 4124949.00000000186264515),74589,7107946,05-071-07946,PIONEER NATURAL RESOURCES USA INC,13-8 PARADISE,LO_XX,07107946&TYPE=WELL,270573,WELL,PR,10084,13-8,PARADISE,70830,1896,S,1120,W,NWSW,8,32S,66W,6,37.270961,-104.808678,8040,516962,4124949,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7946,71,150-160,50-60,1,3
Point (509219.00000000093132257 4120214),74590,7107952,05-071-07952,PIONEER NATURAL RESOURCES USA INC,23-28 SUZUKA,LO_XX,07107952&TYPE=WELL,270658,WELL,PR,10084,23-28,SUZUKA,70830,2220,S,1839,W,NESW,28,32S,67W,6,37.228391,-104.896081,7665,509219,4120214,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7952,71,150-160,50-60,1,3
Point (518903.00000000093132257 4116258.00000000186264515),74591,7107966,05-071-07966,PIONEER NATURAL RESOURCES USA INC,21-9 SPARTON,LO_XX,07107966&TYPE=WELL,270858,WELL,PR,10084,21-9,SPARTON,70830,201,N,1924,W,NENW,9,33S,66W,6,37.192582,-104.787007,7248,518903,4116258,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7966,71,180-190,60-70,1,2
Point (509355.00000000093132257 4116903.0000000037252903),74612,7107976,05-071-07976,PIONEER NATURAL RESOURCES USA INC,23-4 CAVE CANYON,LO_XX,07107976&TYPE=WELL,271175,WELL,PR,10084,23-4,CAVE CANYON,70830,1827,S,2225,W,NESW,4,33S,67W,6,37.198541,-104.89459,7675,509355,4116903,Planned LatLong,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7976,71,160-170,60-70,1,2
Point (523222.00000000186264515 4111690.00000000186264515),74613,7107979,05-071-07979,PIONEER NATURAL RESOURCES USA INC,14-24 RUBY,LO_XX,07107979&TYPE=WELL,271224,WELL,PR,10084,14-24,RUBY,70830,530,S,392,W,SWSW,24,33S,66W,6,37.151313,-104.738485,6828,523222,4111690,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,7979,71,160-170,80-90,1,1
Point (530914.00000000186264515 4114868),74615,7108013,05-071-08013,PIONEER NATURAL RESOURCES USA INC,44-10 FRONT RANGE,LO_XX,07108013&TYPE=WELL,271541,WELL,PR,10084,44-10,FRONT RANGE,70830,354,S,607,E,SESE,10,33S,65W,6,37.179733,-104.651733,6620,530914,4114868,Planned Footage,PURGATOIRE RIVER,PIONEER NATURAL RESOURCES USA INC,8013,71,150-160,80-90,1,1
