api10,DocName,DocUrl,Start,Stop,Step,Step Units,Number of Curves,CurveNameArr
507108020,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2307683,803,2673,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108020,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584675,745.25,2003.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108021,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2328832,767,2499,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108021,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584693,750.3,1254,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108021,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584694,748.25,2498.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108021,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584692,-19.25,2421.5,0.25,FT,5,"['DEPT', 'TT3', 'AMP3', 'GR', 'CCL']"
507108027,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584701,517,2082,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108027,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584700,510.5,2075.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108027,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584699,-13.5,2092.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108027,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2322887,588,2101,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108028,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2403606,453.5,1386,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108028,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2316322,23,1400,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108028,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2263432,-7.75,1383.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108028,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2347837,451.75,1387,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108029,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2223457,571,1521,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108029,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584698,523,1496.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108029,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584697,521.6,1490.2,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108032,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584720,911.75,1932.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108032,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584719,910.3,1932.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108032,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2415374,94,1931,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108032,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584718,-9.5,1862.5,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108033,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584714,802.1,1915,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108033,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2402833,167,1918,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108033,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584713,1.5,1895.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108033,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584715,803.5,1918.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108034,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2388924,60.5,1875.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108034,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584709,671.6,1890.7,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108034,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2316685,659,1890,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108034,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584710,673,1895,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108035,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584658,1000.25,2235.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108035,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584657,998.8,2235.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108035,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314136,1036,2246,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108036,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2364396,527,1779,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108036,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584638,-12.3,1768.7,0.1,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108036,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584640,467,1781.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108036,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584639,465.6,1777.2,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108037,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584653,605.6,1938,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108037,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584652,-10.3,1936.7,0.1,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108037,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2404023,712,1940,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108037,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584654,607.1,1943,0.1,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108038,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584775,946.8,2134.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108038,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584776,948.25,2134.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108039,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2275183,41,2225,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108039,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584651,955.25,2226,0.25,FT,5,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3']"
507108039,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584650,953.8,2226,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108040,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2255936,713,2080,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108040,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2319457,-6.75,2058.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108041,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2586539,1736,1964.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108041,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2586538,1727.9,1961,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507108042,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2244792,250,1573.75,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507108042,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2248365,-7.75,1532.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108042,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2401062,266,1570,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108042,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2370887,250,1573.7,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108044,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2303262,720,2730.25,0.25,FT,5,"['DEPT', 'DIR', 'SN', 'SP', 'GR']"
507108044,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2307397,-12.5,2742.5,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108044,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2249171,858,2847,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108044,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2415791,720,2730.2,0.1,FT,7,"['DEPT', 'DCAL', 'DPOR', 'NPOR', 'RHOB', 'RHOC', 'GR']"
507108053,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2268995,-8.25,1175.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108053,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2333467,260,1200.5,0.25,FT,6,"['DEPT', 'LTEN', 'SN', 'SP', 'DIR', 'GR']"
507108053,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2272465,322,1195,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108053,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2403122,260,1199.2,0.1,FT,8,"['DEPT', 'LTEN', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108069,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2410348,-12.25,1948.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108069,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2371360,906,1960.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108071,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584661,438.5,2273,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108071,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2380061,424,2270,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108071,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584660,462.4,2260.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108071,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584659,-10.8,2238.7,0.1,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108073,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2358745,234,1773.2,0.1,FT,8,"['DEPT', 'LTEN', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108073,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2281933,-6.5,1719,0.5,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108073,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2339002,234,1775,0.25,FT,6,"['DEPT', 'LTEN', 'SN', 'SP', 'DIR', 'GR']"
507108073,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2372541,263,1765,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108090,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2262402,828,2020,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108090,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314787,840,2019,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108090,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2298476,840,2020,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108090,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2263257,0,2006.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108091,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2652732,-8.8,2006.2,0.1,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108091,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2652733,762.3,2573.7,0.1,FT,7,"['DEPT', 'GR', 'DCAL', 'DPOR', 'NPOR', 'RHOB', 'RHOC']"
507108091,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2652734,763.75,2577,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108091,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2290413,770,2580,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108092,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2408498,6,1775,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108092,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2388712,-11.25,1767,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'AMP3', 'AMP5']"
507108092,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2376555,546,1771.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108092,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2398318,546,1771.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108094,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584690,741.2,2461,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108094,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2308657,804,2469,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108094,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584689,-19.5,2456,0.25,FT,5,"['DEPT', 'TT3', 'AMP3', 'GR', 'CCL']"
507108094,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584691,742.5,2463.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108108,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2321517,-14.25,2177.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108108,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2370329,400,2201,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108108,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2309080,414,2210,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108108,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2392207,400,2201,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108117,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2355820,620,2663.25,0.25,FT,5,"['DEPT', 'DIR', 'SN', 'SP', 'GR']"
507108117,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2338682,-14,2565.5,0.5,FT,5,"['DEPT', 'TT3', 'AMP3', 'GR', 'CCL']"
507108117,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2382588,620,2660,0.1,FT,7,"['DEPT', 'DCAL', 'DPOR', 'NPOR', 'RHOB', 'RHOC', 'GR']"
507108127,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2290268,425,2461,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108127,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2299041,-7.75,2394.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108127,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2401992,446,2455,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108127,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2340872,425,2461,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108129,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2374779,419.5,1466.75,0.25,FT,5,"['DEPT', 'DIR', 'GR', 'SN', 'SP']"
507108129,LAS-GAMMA RAY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2326980,450,1642,0.1,FT,4,"['DEPT', 'NPOR', 'CCL', 'GR']"
507108129,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2331940,433.5,1880.25,0.25,FT,6,"['DEPT', 'NPOR', 'CCL', 'TT3', 'AMP3', 'GR']"
507108131,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2233692,630,1156,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108131,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2375755,630,1155.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108131,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2402911,-7.5,1129.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108131,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2398795,495,1150,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108133,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2376195,890,1588.2,0.1,FT,8,"['DEPT', 'LTEN', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108133,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2223480,696,1585,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108133,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2401971,890,1589,0.25,FT,6,"['DEPT', 'LTEN', 'SN', 'SP', 'DIR', 'GR']"
507108136,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2379457,-3,1679.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108136,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2268638,517,1705,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108136,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2298533,523,1709,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108136,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2322425,523,1709.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108139,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2652770,577,2643.2,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108139,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2652771,582.25,2642.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108139,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2418017,698,2660,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108142,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2241465,-12.25,2595.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108142,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2393064,556,2600,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108143,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584706,521,2732.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108143,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2390678,35,2732,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108143,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584705,519.6,2727.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108144,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2233013,719,2945,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108144,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314983,710,2922.5,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108144,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2322765,0.5,2891.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108144,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2296898,710,2921,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108149,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2279920,30,2789,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108149,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2245501,539,2785,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108149,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2343222,585,2789,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108149,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2357505,-8.25,2725.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108156,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2584644,221.2,2260.4,0.1,FT,5,"['DEPT', 'TT3', 'AMP3', 'GR', 'CCL']"
