api10,DocName,DocUrl,Start,Stop,Step,Step Units,Number of Curves,CurveNameArr
507108761,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2267002,580,1762,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108761,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2352205,500,1762,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108761,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2240563,0,1732,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108761,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2410887,580,1762.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108762,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2373441,-5,1340.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108762,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2377119,435,1372.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108762,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2413781,435,1371.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108762,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2264776,455,1371,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108763,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2375640,240,1426.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108763,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2384040,-4,1395.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108763,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2294346,221,1425,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108763,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2310443,240,1425,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108764,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2402057,-5.25,1224.5,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108764,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2417014,335,1261,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108764,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2283045,335,1262,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108764,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2354982,360,1260,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108765,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2286528,510,1577,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108765,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2387340,-4.5,1554.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108765,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2259255,539,1585,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108765,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2392976,510,1579,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108766,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2359102,245,1342.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108766,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2400200,245,1342.7,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108766,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2384317,-5.5,1309.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108767,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2356968,411,1155,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108767,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2309363,245,1157.25,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507108767,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2379727,245,1157.2,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108767,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2231974,-6,1121.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108771,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2388156,295,1059.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108771,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2329794,219,1060,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108771,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2286655,295,1061,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108771,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2270858,-7.5,998.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108772,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2361396,740,2153,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108772,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2272492,740,2155,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108772,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2249251,652,2151,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108772,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2236476,-6.75,2125.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108773,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2305937,601,1345,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108773,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2327258,-7,1316,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108773,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2263155,622.5,1346,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108773,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2334699,621.2,1345,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507108774,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2245113,617,1915,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108774,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2391436,650,1920.75,0.25,FT,3,"['DEPT', 'DIR', 'GR']"
507108774,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2229706,650,1920.7,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108774,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2231818,-8,1881.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108777,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2368105,645,2485,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108777,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2355595,-7.25,2442.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108777,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2243307,780,2483.25,0.25,FT,5,"['DEPT', 'DIR', 'SN', 'SP', 'GR']"
507108777,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2260960,780,2465.5,0.1,FT,7,"['DEPT', 'DCAL', 'DPOR', 'GR', 'NPOR', 'RHOB', 'RHOC']"
507108778,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2259343,715,2404.7,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108778,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2337897,652,2410,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108778,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2271603,5.5,2377.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108778,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2415601,720,2404.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108781,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2249327,-10.5,1449,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108781,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2348678,480,1502,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108781,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2223566,480,1502.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108781,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2264438,548,1500,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108782,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2336676,235,1298,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108782,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2397325,219,1297,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108782,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2231199,235,1296.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108782,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2346764,-6.5,1217.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108783,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2244036,745,2807.25,0.25,FT,5,"['DEPT', 'DIR', 'SN', 'SP', 'GR']"
507108783,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2290185,0,2742,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108783,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2223305,714,2840,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108783,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2373619,745,2808,0.1,FT,7,"['DEPT', 'DCAL', 'DPOR', 'NPOR', 'RHOB', 'RHOC', 'GR']"
507108784,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2239474,-6.75,987,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108784,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2287263,455,1070.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108784,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2375707,406,1071,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108784,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2391566,455,1072,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108786,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2335819,-2.75,1338.5,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108786,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2375829,355,1371.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108786,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2359839,355,1370.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108786,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2255819,288,1370,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108787,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2231103,791,1990,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108787,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2225332,735,1927.25,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108787,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2266384,733.6,1927.2,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507108787,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2323400,-7.5,1612.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108788,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2308939,240,1042.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108788,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2241605,-5.25,1003.75,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108788,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2223105,240,1043.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108788,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2320671,228,1040,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108797,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2331079,610,1611,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108797,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2260566,-1.25,1578.5,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108797,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2293720,519,1609,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108797,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2408528,610,1610,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108798,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2383595,520,1720,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108798,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2362999,520,1722.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108798,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2379538,0,1687.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108798,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2223044,472,1720,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108800,LAS-TEMPERATURE,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2417895,10,998.5,0.25,FT,3,"['DEPT', 'TEMP', 'DTMP']"
507108800,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2346158,-11.25,586.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108803,LAS-TEMPERATURE,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2329121,29,645,0.25,FT,3,"['DEPT', 'TEMP', 'DTMP']"
507108803,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2329479,550,636.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108804,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2300947,329,1736,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108804,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2317205,467,1736.25,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108804,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2248724,450,1738.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108804,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2260575,-7.75,1692.75,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108805,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2302028,510,2189.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108805,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2363307,510,2191.5,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108805,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2293804,452,2190,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108805,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2245791,288,2150.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108806,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2337142,540,1453,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108806,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2285017,-6.5,1412.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108806,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2369503,540,1451,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507108806,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2407251,481,1450,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108807,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2336909,184,1080,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108807,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2239607,245,1080.25,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108807,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2247911,-3.25,1046,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108807,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2240016,245,1080.2,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'NPOR', 'GR']"
507108808,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2246579,820,2003.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108808,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314909,721,2000,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108808,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2321919,820,2003,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108808,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2401899,-9.25,1957.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108809,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2314536,589.9,1231.7,0.1,FT,6,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR']"
507108809,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2248630,530,1231,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108809,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2343888,591.25,1231.75,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108809,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2248381,-3.5,1199.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108810,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2377265,855,1462,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108810,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2398451,855,1460.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108810,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2301533,0,1426.25,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108810,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2416616,772,1460,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108811,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2398143,555,1602,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108811,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2269133,-7.5,1560,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108811,LAS-DENSITY,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2345198,555,1600.5,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108811,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2338149,452,1600,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108826,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2244795,-3.75,1459.5,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108826,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2361250,386,2387,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108826,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2251281,-0.5,2351.25,0.25,FT,5,"['DEPT', 'AMP3', 'CCL', 'GR', 'TT3']"
507108826,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2321028,-14.75,2352.25,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108827,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2386690,0,2857,0.25,FT,5,"['DEPT', 'GR', 'CCL', 'TT3', 'AMP3']"
507108827,LAS-DUAL INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2267266,584,2767,0.25,FT,6,"['DEPT', 'SP', 'RILD', 'RILM', 'RLL3', 'GR']"
507108827,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2407170,11,2775,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
507108827,LAS-DENSITY/NEUTRON,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2374481,582.6,2764,0.1,FT,7,"['DEPT', 'DCAL', 'RHOB', 'RHOC', 'DPOR', 'GR', 'NPOR']"
507108830,LAS-INDUCTION,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2348307,235,1181,0.25,FT,5,"['DEPT', 'SN', 'SP', 'DIR', 'GR']"
507108830,LAS-CEMENT BOND,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2303431,-5.5,1139.5,0.25,FT,5,"['DEPT', 'CCL', 'TT3', 'AMP3', 'GR']"
507108830,LAS-MUD,http://ogccweblink.state.co.us/DownloadDocumentPDF.aspx?DocumentId=2289667,199,1180,1,FT,3,"['DEPTH', 'ROP', 'GAS']"
