,API,DAKOTA,GREENHORN,MORRISON,NIOBRARA,TIMPAS,GRANEROS,PIERRE,APISHAPA,CODELL,FORT,RATON,VERMEJO,POISON,TRINIDAD,CARLILE,RATON-VERMEJO,ENTRADA-DOCKUM,GLORIETA,PURGATOIRE,UNKNOWN,TORONTO,ROLLINS
715,507107041.0,,,,,,,,,,,0.0,300.0,,500.0,,,,,,,,
716,507107042.0,,,,,,,,,,,0.0,444.0,,748.0,,,,,,,,
717,507107043.0,,,,,,,,,,,0.0,1706.0,,1980.0,,,,,,,,
718,507107044.0,,,,,,,,,,,722.0,1955.0,,2250.0,,,,,,,,
719,507107046.0,,,,,,,,,,,0.0,350.0,,626.0,,,,,,,,
720,507107047.0,,,,,,,,,,,0.0,950.0,,1288.0,,,,,,,,
721,507107048.0,,,,,,,,,,,0.0,1040.0,,1403.0,,,,,,,,
722,507107050.0,,,,,,,,,,,0.0,1790.0,,2096.0,,,,,,,,
723,507107051.0,,,,,,,,,,,0.0,1824.0,,2108.0,,,,,,,,
724,507107052.0,,,,,,,,,,,0.0,1917.0,,2194.0,,,,,,,,
725,507107053.0,,,,,,,,,,,0.0,1845.0,,2121.0,,,,,,,,
726,507107054.0,,,,,,,,,,,0.0,1764.0,,2146.0,,,,,,,,
727,507107055.0,,,,,,,,,,,0.0,1669.0,,2041.0,,,,,,,,
728,507107056.0,,,,,,,,,,,0.0,1738.0,,2070.0,,,,,,,,
729,507107057.0,,,,,,,,,,,0.0,1050.0,,1345.0,,,,,,,,
730,507107059.0,,,,,,,,,,,0.0,1505.0,,1765.0,,,,,,,,
731,507107060.0,,,,,,,,,,,0.0,1205.0,,1558.0,,,,,,,,
732,507107061.0,,,,,,,,,,,0.0,1877.0,,2242.0,,,,,,,,
733,507107062.0,,,,,,,,,,,0.0,586.0,,886.0,,,,,,,,
734,507107063.0,,,,,,,,,,,0.0,300.0,,552.0,,,,,,,,
735,507107064.0,,,,,,,,,,,0.0,250.0,,545.0,,,,,,,,
736,507107065.0,,,,,,,,,,,0.0,500.0,,810.0,,,,,,,,
737,507107067.0,,,,,,,,,,,,1998.0,,,,,,,,,,
738,507107070.0,,,,,,,,,,,,1380.0,,,,,,,,,,
739,507107072.0,,,,,,,,,,,0.0,1390.0,,1570.0,,,,,,,,
740,507107073.0,,,,,,,,,,,0.0,400.0,,680.0,,,,,,,,
741,507107076.0,1754.0,1551.0,,505.0,,1602.0,0.0,,1382.0,,,,,,1407.0,,,,,,,
742,507107077.0,1398.0,1204.0,,0.0,,1252.0,,,1025.0,,,,,,1052.0,,,,,,,
743,507107081.0,,,,,,,,,,,0.0,1480.0,,1724.0,,,,,,,,
744,507107082.0,,,,,,,,,,,0.0,1836.0,,2140.0,,,,,,,,
745,507107083.0,,,,,,,,,,,0.0,1995.0,,2378.0,,,,,,,,
746,507107084.0,,,,,,,,,,,626.0,2130.0,,2395.0,,,,,,,,
747,507107085.0,,,,,,,,,,,0.0,349.0,,610.0,,,,,,,,
748,507107087.0,,,,,,,,,,,0.0,1450.0,,1610.0,,,,,,,,
749,507107089.0,,,,,,,,,,,0.0,1590.0,,1925.0,,,,,,,,
750,507107090.0,,,,,,,,,,,0.0,1721.0,,1968.0,,,,,,,,
751,507107092.0,,,,,,,,,,,0.0,1830.0,,2142.0,,,,,,,,
752,507107093.0,,,,,,,,,,,0.0,350.0,,542.0,,,,,,,,
753,507107094.0,,,,,,,,,,,0.0,2225.0,,2520.0,,,,,,,,
754,507107095.0,,,,,,,,,,,0.0,2170.0,,2497.0,,,,,,,,
755,507107096.0,,,,,,,,,,,0.0,2117.0,,2445.0,,,,,,,,
756,507107097.0,,,,,,,,,,,0.0,2160.0,,2395.0,,,,,,,,
757,507107098.0,,,,,,,,,,,706.0,1960.0,,2210.0,,,,,,,,
758,507107099.0,,,,,,,,,,,0.0,1820.0,,2100.0,,,,,,,,
759,507107100.0,,,,,,,,,,,0.0,1750.0,,2007.0,,,,,,,,
760,507107101.0,,,,,,,,,,,0.0,2016.0,,2330.0,,,,,,,,
761,507107102.0,,,,,,,,,,,0.0,2217.0,,2507.0,,,,,,,,
762,507107103.0,,,,,,,,,,,0.0,2176.0,,2477.0,,,,,,,,
763,507107104.0,,,,,,,,,,,0.0,1845.0,,2200.0,,,,,,,,
764,507107106.0,,,,,,,,,,,0.0,2025.0,,2340.0,,,,,,,,
765,507107107.0,,,,,,,,,,,830.0,2029.0,,2205.0,,,,,,,,
766,507107108.0,,,,,,,,,,,886.0,2256.0,,2624.0,,,,,,,,
767,507107113.0,,,,,,,,,,,0.0,1750.0,,2025.0,,,,,,,,
768,507107123.0,,,,,,,,,,,0.0,1420.0,,1830.0,,,,,,,,
769,507107130.0,,,,,,,,,,,0.0,300.0,,504.0,,,,,,,,
770,507107131.0,,,,,,,,,,,0.0,1814.0,,2090.0,,,,,,,,
771,507107132.0,,,,,,,,,,,0.0,1898.0,,2130.0,,,,,,,,
772,507107133.0,,,,,,,,,,,0.0,1844.0,,2086.0,,,,,,,,
773,507107134.0,,,,,,,,,,,0.0,1818.0,,2160.0,,,,,,,,
774,507107135.0,,,,,,,,,,,0.0,420.0,,750.0,,,,,,,,
775,507107136.0,,,,,,,,,,,0.0,2046.0,,2388.0,,,,,,,,
776,507107137.0,,,,,,,,,,,500.0,1670.0,,2014.0,,,,,,,,
777,507107138.0,,,,,,,,,,,0.0,1656.0,,2000.0,,,,,,,,
778,507107140.0,,,,,,,,,,,0.0,,,,,,,,,,,
779,507107141.0,,,,,,,,,,,400.0,,,,,,,,,,,
780,507107142.0,,,,,,,,,,,0.0,2084.0,,2410.0,,,,,,,,
781,507107143.0,,,,,,,,,,,0.0,2125.0,,2390.0,,,,,,,,
782,507107144.0,,,,,,,,,,,0.0,2064.0,,2372.0,,,,,,,,
783,507107145.0,,,,,,,,,,,0.0,1965.0,,2275.0,,,,,,,,
784,507107146.0,,,,,,,,,,,0.0,2016.0,,2300.0,,,,,,,,
785,507107147.0,,,,,,,,,,,0.0,2122.0,,2408.0,,,,,,,,
786,507107148.0,,,,,,,,,,,0.0,2114.0,,2416.0,,,,,,,,
787,507107149.0,,,,,,,,,,,0.0,2136.0,,2420.0,,,,,,,,
788,507107151.0,,,,,,,,,,,0.0,,,,,,,,,,,
789,507107152.0,,,,,,,,,,,0.0,,,,,,,,,,,
790,507107153.0,,,,,,,,,,,0.0,,,,,,,,,,,
791,507107154.0,,,,,,,,,,,0.0,,,,,,,,,,,
792,507107155.0,,,,,,,,,,,0.0,2170.0,,2450.0,,,,,,,,
793,507107157.0,,,,,,,,,,,0.0,2198.0,,,,,,,,,,
794,507107158.0,,,,,,,,,,,850.0,2020.0,,2365.0,,,,,,,,
795,507107159.0,,,,,,,,,,,960.0,,,,,,,,,,,
796,507107161.0,,,,,,,,,,,0.0,,,,,,,,,,,
797,507107162.0,,,,,,,,,,,0.0,1850.0,,,,,,,,,,
798,507107163.0,,,,,,,,,,,0.0,,,,,,,,,,,
799,507107164.0,,,,,,,,,,,0.0,1838.0,,2104.0,,,,,,,,
800,507107165.0,,,,,,,,,,,965.0,2360.0,,2725.0,,,,,,,,
801,507107166.0,,,,,,,,,,,600.0,2225.0,,2512.0,,,,,,,,
802,507107167.0,,,,,,,,,,,900.0,2542.0,,2868.0,,,,,,,,
803,507107168.0,,,,,,,,,,,400.0,,,,,,,,,,,
804,507107170.0,,,,,,,,,,,0.0,2188.0,,2482.0,,,,,,,,
805,507107171.0,,,,,,,,,,,0.0,,,,,,,,,,,
806,507107173.0,,,,,,,,,,,400.0,,,,,,,,,,,
807,507107174.0,,,,,,,,,,,400.0,,,,,,,,,,,
808,507107175.0,,,,,,,,,,,400.0,,,,,,,,,,,
809,507107176.0,,,,,,,,,,,0.0,2130.0,,2426.0,,,,,,,,
810,507107179.0,,,,,,,,,,,0.0,1810.0,,2187.0,,,,,,,,
811,507107180.0,,,,,,,,,,,0.0,2052.0,,2376.0,,,,,,,,
812,507107181.0,,,,,,,,,,,0.0,,,,,,,,,,,
813,507107182.0,,,,,,,,,,,0.0,1966.0,,2286.0,,,,,,,,
814,507107183.0,,,,,,,,,,,0.0,,,,,,,,,,,
815,507107184.0,,,,,,,,,,,,,,,,,,,,,,
816,507107185.0,,,,,,,,,,,0.0,,,,,,,,,,,
817,507107186.0,,,,,,,,,,,0.0,1415.0,,1740.0,,,,,,,,
818,507107187.0,,,,,,,,,,,0.0,1075.0,,1456.0,,,,,,,,
819,507107189.0,,,,,,,,,,,0.0,,,,,,,,,,,
820,507107190.0,,,,,,,,,,,0.0,2230.0,,2520.0,,,,,,,,
821,507107191.0,,,,,,,,,,,0.0,2160.0,,2468.0,,,,,,,,
822,507107192.0,,,,,,,,,,,0.0,2165.0,,,,,,,,,,
823,507107193.0,,,,,,,,,,,0.0,2216.0,,2491.0,,,,,,,,
824,507107194.0,,,,,,,,,,,0.0,,,,,,,,,,,
825,507107195.0,,,,,,,,,,,0.0,948.0,,1076.0,,,,,,,,
826,507107197.0,,,,,,,,,,,0.0,2170.0,,2450.0,,,,,,,,
827,507107199.0,,,,,,,,,,,0.0,2215.0,,2495.0,,,,,,,,
828,507107200.0,,,,,,,,,,,0.0,,,,,,,,,,,
829,507107202.0,,,,,,,,,,,0.0,2265.0,,2540.0,,,,,,,,
830,507107203.0,,,,,,,,,,,0.0,1255.0,,1585.0,,,,,,,,
831,507107204.0,,,,,,,,,,,0.0,1626.0,,1956.0,,,,,,,,
832,507107205.0,,,,,,,,,,,0.0,1289.0,,1623.0,,,,,,,,
833,507107206.0,,,,,,,,,,,0.0,1681.0,,2151.0,,,,,,,,
834,507107207.0,,,,,,,,,,,0.0,1975.0,,2315.0,,,,,,,,
835,507107209.0,,,,,,,,,,,0.0,1900.0,,2232.0,,,,,,,,
836,507107211.0,,,,,,,,,,,0.0,2003.0,,2345.0,,,,,,,,
837,507107213.0,,,,,,,,,,,0.0,1743.0,,2288.0,,,,,,,,
838,507107215.0,,,,,,,,,,,0.0,,,,,,,,,,,
839,507107218.0,,,,,,,,,,,0.0,2277.0,,2582.0,,,,,,,,
840,507107219.0,,,,,,,,,,,0.0,2050.0,,2380.0,,,,,,,,
841,507107222.0,,,,,,,,,,,0.0,2191.0,,2524.0,,,,,,,,
842,507107223.0,,,,,,,,,,,0.0,2030.0,,2354.0,,,,,,,,
843,507107225.0,,,,,,,,,,,0.0,2327.0,,2602.0,,,,,,,,
844,507107227.0,,,,,,,,,,,0.0,,,,,,,,,,,
845,507107228.0,,,,,,,,,,,0.0,,,,,,,,,,,
846,507107229.0,,,,,,,,,,,0.0,,,,,,,,,,,
847,507107230.0,,,,,,,,,,,0.0,2130.0,,2430.0,,,,,,,,
848,507107231.0,,,,,,,,,,,0.0,2121.0,,2431.0,,,,,,,,
849,507107237.0,,,,,,,,,,,0.0,760.0,,1188.0,,,,,,,,
850,507107238.0,,,,,,,,,,,0.0,1850.0,,2140.0,,,,,,,,
851,507107240.0,,,,,,,,,,,0.0,1204.0,,1360.0,,,,,,,,
852,507107241.0,,,,,,,,,,,0.0,2350.0,,2686.0,,,,,,,,
853,507107242.0,,,,,,,,,,,850.0,2575.0,,2925.0,,,,,,,,
854,507107243.0,,,,,,,,,,,520.0,1770.0,,2052.0,,,,,,,,
855,507107244.0,,,,,,,,,,,0.0,1310.0,,1650.0,,,,,,,,
856,507107245.0,,,,,,,,,,,0.0,1215.0,,1446.0,,,,,,,,
857,507107248.0,,,,,,,,,,,0.0,606.0,,994.0,,,,,,,,
858,507107249.0,,,,,,,,,,,575.0,2004.0,,2400.0,,,,,,,,
859,507107250.0,,,,,,,,,,,0.0,884.0,,1164.0,,,,,,,,
860,507107251.0,,,,,,,,,,,865.0,2290.0,,2624.0,,,,,,,,
861,507107252.0,,,,,,,,,,,0.0,2163.0,,2446.0,,,,,,,,
862,507107254.0,,,,,,,,,,,0.0,776.0,,1184.0,,,,,,,,
863,507107255.0,,,,,,,,,,,0.0,1888.0,,2232.0,,,,,,,,
864,507107256.0,,,,,,,,,,,0.0,680.0,,962.0,,,,,,,,
865,507107257.0,,,,,,,,,,,0.0,645.0,,936.0,,,,,,,,
866,507107258.0,,,,,,,,,,,0.0,1294.0,,1615.0,,,,,,,,
867,507107259.0,,,,,,,,,,,0.0,566.0,,870.0,,,,,,,,
868,507107261.0,,,,,,,,,,,0.0,1370.0,,1696.0,,,,,,,,
869,507107262.0,,,,,,,,,,,0.0,1070.0,,1440.0,,,,,,,,
870,507107263.0,,,,,,,,,,,1140.0,2560.0,,2910.0,,,,,,,,
871,507107264.0,,,,,,,,,,,1000.0,2350.0,,2815.0,,,,,,,,
872,507107265.0,,,,,,,,,,,940.0,2318.0,,2670.0,,,,,,,,
873,507107267.0,,,,,,,,,,,0.0,1012.0,,1390.0,,,,,,,,
874,507107269.0,,,,,,,,,,,0.0,1292.0,,1530.0,,,,,,,,
875,507107270.0,,,,,,,,,,,0.0,1098.0,,1464.0,,,,,,,,
876,507107271.0,,,,,,,,,,,0.0,336.0,,670.0,,,,,,,,
877,507107272.0,,,,,,,,,,,0.0,952.0,,1348.0,,,,,,,,
878,507107273.0,,,,,,,,,,,0.0,1570.0,,1766.0,,,,,,,,
879,507107275.0,,,,,,,,,,,0.0,1438.0,,1625.0,,,,,,,,
880,507107276.0,,,,,,,,,,,150.0,1958.0,,2203.0,,,,,,,,
881,507107277.0,,,,,,,,,,,150.0,1847.0,,2125.0,,,,,,,,
882,507107278.0,,,,,,,,,,,150.0,1756.0,,2036.0,,,,,,,,
883,507107279.0,,,,,,,,,,,200.0,2000.0,,2235.0,,,,,,,,
884,507107280.0,,,,,,,,,,,0.0,1560.0,,1870.0,,,,,,,,
885,507107283.0,,,,,,,,,,,0.0,1791.0,,2124.0,,,,,,,,
886,507107285.0,,,,,,,,,,,0.0,1894.0,,2229.0,,,,,,,,
887,507107287.0,,,,,,,,,,,0.0,1969.0,,2305.0,,,,,,,,
888,507107288.0,,,,,,,,,,,0.0,2049.0,,2332.0,,,,,,,,
889,507107290.0,,,,,,,,,,,0.0,1920.0,,2225.0,,,,,,,,
890,507107292.0,,,,,,,,,,,0.0,2192.0,,2465.0,,,,,,,,
891,507107295.0,,,,,,,,,,,0.0,2190.0,,2478.0,,,,,,,,
892,507107297.0,,,,,,,,,,,0.0,2142.0,,2422.0,,,,,,,,
893,507107298.0,,,,,,,,,,,0.0,2170.0,,2443.0,,,,,,,,
894,507107300.0,,,,,,,,,,,0.0,2114.0,,2381.0,,,,,,,,
895,507107304.0,,,,,,,,,,,0.0,1639.0,,1865.0,,,,,,,,
896,507107305.0,,,,,,,,,,,0.0,1750.0,,2005.0,,,,,,,,
897,507107306.0,,,,,,,,,,,270.0,2052.0,,2298.0,,,,,,,,
898,507107307.0,,,,,,,,,,,0.0,1596.0,,1868.0,,,,,,,,
899,507107308.0,,,,,,,,,,,0.0,1874.0,,2134.0,,,,,,,,
900,507107309.0,,,,,,,,,,,0.0,1565.0,,1826.0,,,,,,,,
901,507107310.0,,,,,,,,,,,0.0,1784.0,,2054.0,,,,,,,,
902,507107311.0,,,,,,,,,,,0.0,1714.0,,1971.0,,,,,,,,
903,507107312.0,,,,,,,,,,,0.0,1542.0,,1796.0,,,,,,,,
904,507107313.0,,,,,,,,,,,0.0,1757.0,,2029.0,,,,,,,,
905,507107314.0,,,,,,,,,,,0.0,1789.0,,2062.0,,,,,,,,
906,507107315.0,,,,,,,,,,,0.0,1763.0,,2052.0,,,,,,,,
907,507107316.0,,,,,,,,,,,0.0,1696.0,,1964.0,,,,,,,,
908,507107317.0,,,,,,,,,,,0.0,1670.0,,1954.0,,,,,,,,
909,507107318.0,,,,,,,,,,,0.0,2210.0,,2558.0,,,,,,,,
910,507107319.0,,,,,,,,,,,900.0,2380.0,,2725.0,,,,,,,,
911,507107320.0,,,,,,,,,,,1042.0,2410.0,,2750.0,,,,,,,,
912,507107321.0,,,,,,,,,,,0.0,1587.0,,1890.0,,,,,,,,
913,507107322.0,,,,,,,,,,,0.0,1690.0,,1992.0,,,,,,,,
914,507107323.0,,,,,,,,,,,0.0,1683.0,,1970.0,,,,,,,,
915,507107324.0,,,,,,,,,,,0.0,1114.0,,1384.0,,,,,,,,
916,507107326.0,,,,,,,,,,,0.0,1317.0,,1573.0,,,,,,,,
917,507107327.0,,,,,,,,,,,0.0,1554.0,,1854.0,,,,,,,,
918,507107328.0,,,,,,,,,,,0.0,920.0,,1200.0,,,,,,,,
919,507107329.0,,,,,,,,,,,0.0,794.0,,1182.0,,,,,,,,
920,507107330.0,,,,,,,,,,,0.0,702.0,,1035.0,,,,,,,,
921,507107331.0,,,,,,,,,,,0.0,,,,,,,,,,,
922,507107332.0,,,,,,,,,,,0.0,,,,,,,,,,,
923,507107333.0,,,,,,,,,,,0.0,1610.0,,1917.0,,,,,,,,
924,507107334.0,,,,,,,,,,,0.0,1270.0,,1450.0,,,,,,,,
925,507107335.0,,,,,,,,,,,0.0,1380.0,,1604.0,,,,,,,,
926,507107336.0,,,,,,,,,,,0.0,1410.0,,1650.0,,,,,,,,
927,507107337.0,,,,,,,,,,,0.0,1622.0,,1942.0,,,,,,,,
928,507107338.0,,,,,,,,,,,0.0,1290.0,,1464.0,,,,,,,,
929,507107339.0,,,,,,,,,,,0.0,1110.0,,1440.0,,,,,,,,
930,507107341.0,,,,,,,,,,,0.0,650.0,,910.0,,,,,,,,
931,507107342.0,,,,,,,,,,,0.0,540.0,,834.0,,,,,,,,
932,507107344.0,,,,,,,,,,,0.0,1900.0,,2210.0,,,,,,,,
933,507107346.0,,,,,,,,,,,0.0,1935.0,,2206.0,,,,,,,,
934,507107348.0,,,,,,,,,,,0.0,2086.0,,2405.0,,,,,,,,
935,507107351.0,,,,,,,,,,,0.0,2062.0,,2326.0,,,,,,,,
936,507107352.0,,,,,,,,,,,0.0,,,,,,,,,,,
937,507107355.0,,,,,,,,,,,0.0,1740.0,,2016.0,,,,,,,,
938,507107357.0,,,,,,,,,,,0.0,1807.0,,2130.0,,,,,,,,
939,507107359.0,,,,,,,,,,,0.0,1872.0,,2193.0,,,,,,,,
940,507107361.0,,,,,,,,,,,0.0,1595.0,,1896.0,,,,,,,,
941,507107362.0,,,,,,,,,,,0.0,2266.0,,2570.0,,,,,,,,
942,507107364.0,,,,,,,,,,,0.0,1300.0,,1575.0,,,,,,,,
943,507107365.0,,,,,,,,,,,0.0,,,,,,,,,,,
944,507107367.0,,,,,,,,,,,0.0,2150.0,,2460.0,,,,,,,,
945,507107369.0,,,,,,,,,,,0.0,2312.0,,2640.0,,,,,,,,
946,507107370.0,,,,,,,,,,,0.0,2387.0,,2703.0,,,,,,,,
947,507107373.0,,,,,,,,,,,0.0,1954.0,,2262.0,,,,,,,,
948,507107375.0,,,,,,,,,,,0.0,2180.0,,2486.0,,,,,,,,
949,507107383.0,,,,,,,,,,,,2223.0,,,,,,,,,,
950,507107384.0,,,,,,,,,,,0.0,1530.0,,1782.0,,,,,,,,
951,507107385.0,,,,,,,,,,,0.0,1571.0,,1834.0,,,,,,,,
952,507107386.0,,,,,,,,,,,0.0,1518.0,,1799.0,,,,,,,,
953,507107387.0,,,,,,,,,,,0.0,1546.0,,1794.0,,,,,,,,
954,507107388.0,,,,,,,,,,,0.0,1600.0,,1883.0,,,,,,,,
955,507107389.0,,,,,,,,,,,0.0,1579.0,,1844.0,,,,,,,,
956,507107390.0,,,,,,,,,,,0.0,1037.0,,1360.0,,,,,,,,
957,507107391.0,,,,,,,,,,,0.0,730.0,,1025.0,,,,,,,,
958,507107392.0,,,,,,,,,,,0.0,500.0,,872.0,,,,,,,,
959,507107393.0,,,,,,,,,,,0.0,1554.0,,1835.0,,,,,,,,
960,507107394.0,,,,,,,,,,,0.0,1582.0,,1874.0,,,,,,,,
961,507107395.0,,,,,,,,,,,0.0,1490.0,,1777.0,,,,,,,,
962,507107396.0,,,,,,,,,,,0.0,1521.0,,1848.0,,,,,,,,
963,507107397.0,,,,,,,,,,,0.0,1534.0,,1838.0,,,,,,,,
964,507107398.0,,,,,,,,,,,0.0,1642.0,,1935.0,,,,,,,,
965,507107399.0,,,,,,,,,,,0.0,1634.0,,1908.0,,,,,,,,
966,507107400.0,,,,,,,,,,,0.0,1538.0,,1835.0,,,,,,,,
967,507107401.0,,,,,,,,,,,0.0,1633.0,,1908.0,,,,,,,,
968,507107402.0,,,,,,,,,,,0.0,850.0,,1202.0,,,,,,,,
969,507107403.0,,,,,,,,,,,0.0,1060.0,,1296.0,,,,,,,,
970,507107404.0,,,,,,,,,,,0.0,1911.0,,2282.0,,,,,,,,
971,507107405.0,,,,,,,,,,,0.0,1645.0,,2012.0,,,,,,,,
972,507107406.0,,,,,,,,,,,0.0,1641.0,,1986.0,,,,,,,,
973,507107407.0,,,,,,,,,,,0.0,1700.0,,2070.0,,,,,,,,
974,507107409.0,,,,,,,2490.0,,,,0.0,2048.0,,2387.0,,,,,,,,
975,507107410.0,,,,,,,,,,,0.0,1843.0,,2202.0,,,,,,,,
976,507107412.0,,,,,,,,,,,0.0,1574.0,,1927.0,,,,,,,,
977,507107413.0,,,,,,,,,,,0.0,1570.0,,1954.0,,,,,,,,
978,507107414.0,,,,,,,,,,,0.0,1714.0,,2065.0,,,,,,,,
979,507107415.0,,,,,,,,,,,0.0,1805.0,,2140.0,,,,,,,,
980,507107416.0,,,,,,,,,,,0.0,1810.0,,2200.0,,,,,,,,
981,507107417.0,,,,,,,2385.0,,,,0.0,1969.0,,2303.0,,,,,,,,
982,507107418.0,,,,,,,,,,,0.0,2009.0,,2304.0,,,,,,,,
983,507107419.0,,,,,,,,,,,914.0,2090.0,,2305.0,,,,,,,,
984,507107421.0,,,,,,,,,,,0.0,1616.0,,1980.0,,,,,,,,
985,507107422.0,,,,,,,,,,,0.0,1820.0,,2110.0,,,,,,,,
986,507107423.0,,,,,,,,,,,0.0,2200.0,,2510.0,,,,,,,,
987,507107424.0,,,,,,,,,,,0.0,2132.0,,2419.0,,,,,,,,
988,507107425.0,,,,,,,,,,,0.0,2090.0,,2380.0,,,,,,,,
989,507107426.0,,,,,,,,,,,0.0,2100.0,,2377.0,,,,,,,,
990,507107427.0,,,,,,,,,,,0.0,2197.0,,2488.0,,,,,,,,
991,507107428.0,,,,,,,,,,,0.0,2141.0,,2440.0,,,,,,,,
992,507107436.0,,,,,,,,,,,0.0,2023.0,,2387.0,,,,,,,,
993,507107437.0,,,,,,,1984.0,,,,0.0,1520.0,,1866.0,,,,,,,,
994,507107438.0,,,,,,,,,,,0.0,1775.0,,2135.0,,,,,,,,
995,507107439.0,,,,,,,,,,,0.0,1489.0,,1827.0,,,,,,,,
996,507107442.0,,,,,,,,,,,0.0,1780.0,,2137.0,,,,,,,,
997,507107444.0,,,,,,,,,,,0.0,1400.0,,1670.0,,,,,,,,
998,507107445.0,,,,,,,,,,,0.0,2185.0,,2475.0,,,,,,,,
999,507107447.0,,,,,,,,,,,0.0,2002.0,,2303.0,,,,,,,,
1000,507107449.0,,,,,,,,,,,790.0,2000.0,,2315.0,,,,,,,,
1001,507107453.0,,,,,,,,,,,0.0,1496.0,,1830.0,,,,,,,,
1002,507107454.0,,,,,,,,,,,0.0,1192.0,,1662.0,,,,,,,,
1003,507107456.0,,,,,,,,,,,0.0,1210.0,,1584.0,,,,,,,,
1004,507107457.0,5000.0,,,3990.0,,,1745.0,,,4612.0,0.0,1100.0,,1540.0,,,,,,,,
1005,507107458.0,,,,,,,,,,,0.0,1590.0,,1860.0,,,,,,,,
1006,507107459.0,,,,,,,,,,,0.0,2090.0,,2540.0,,,,,,,,
1007,507107460.0,,,,,,,,,,,0.0,1230.0,,1612.0,,,,,,,,
1008,507107461.0,,,,,,,,,,,0.0,280.0,,548.0,,,,,,,,
1009,507107462.0,,,,,,,,,,,0.0,850.0,,1320.0,,,,,,,,
1010,507107463.0,,,,,,,,,,,0.0,886.0,,1320.0,,,,,,,,
1011,507107464.0,,,,,,,,,,,0.0,888.0,,1204.0,,,,,,,,
1012,507107465.0,,,,,,,,,,,0.0,1560.0,,1870.0,,,,,,,,
1013,507107466.0,,,,,,,,,,,0.0,1030.0,,1285.0,,,,,,,,
1014,507107467.0,,,,,,,,,,,0.0,910.0,,1230.0,,,,,,,,
1015,507107468.0,,,,,,,,,,,0.0,1806.0,,2160.0,,,,,,,,
1016,507107470.0,,,,,,,,,,,0.0,1340.0,,1700.0,,,,,,,,
1017,507107471.0,,,,,,,,,,,0.0,700.0,,1010.0,,,,,,,,
1018,507107472.0,,,,,,,,,,,0.0,1778.0,,2130.0,,,,,,,,
1019,507107473.0,,,,,,,,,,,0.0,2040.0,,2390.0,,,,,,,,
1020,507107474.0,,,,,,,,,,,1174.0,2850.0,,3060.0,,,,,,,,
1021,507107475.0,,,,,,,,,,,960.0,2060.0,,2710.0,,,,,,,,
1022,507107476.0,,,,,,,,,,,728.0,,,,,,,,,,,
1023,507107477.0,,,,,,,,,,,0.0,1509.0,,1790.0,,,,,,,,
1024,507107478.0,,,,,,,,,,,0.0,1094.0,,1370.0,,,,,,,,
1025,507107479.0,,,,,,,,,,,0.0,940.0,,1204.0,,,,,,,,
1026,507107480.0,,,,,,,,,,,1216.0,2590.0,,2978.0,,,,,,,,
1027,507107481.0,,,,,,,,,,,1028.0,,,,,,,,,,,
1028,507107482.0,,,,,,,,,,,900.0,2180.0,,2370.0,,,,,,,,
1029,507107483.0,,,,,,,,,,,0.0,450.0,,820.0,,,,,,,,
1030,507107484.0,,,,,,,,,,,0.0,1908.0,,2180.0,,,,,,,,
1031,507107485.0,,,,,,,,,,,0.0,405.0,,671.0,,,,,,,,
1032,507107486.0,,,,,,,,,,,0.0,1380.0,,1740.0,,,,,,,,
1033,507107487.0,,,,,,,,,,,0.0,1488.0,,1752.0,,,,,,,,
1034,507107488.0,,,,,,,,,,,0.0,1374.0,,1541.0,,,,,,,,
1035,507107489.0,,,,,,,,,,,0.0,1362.0,,1618.0,,,,,,,,
1036,507107490.0,,,,,,,,,,,0.0,1200.0,,1518.0,,,,,,,,
1037,507107491.0,,,,,,,,,,,0.0,1624.0,,1950.0,,,,,,,,
1038,507107492.0,,,,,,,,,,,1750.0,3200.0,,3515.0,,,,,,,,
1039,507107493.0,,,,,,,,,,,1534.0,2942.0,,3200.0,,,,,,,,
1040,507107494.0,,,,,,,,,,,598.0,,,,,,,,,,,
1041,507107495.0,,,,,,,,,,,0.0,1496.0,,1815.0,,,,,,,,
1042,507107496.0,,,,,,,,,,,0.0,1420.0,,1718.0,,,,,,,,
1043,507107497.0,,,,,,,,,,,0.0,1020.0,,1330.0,,,,,,,,
1044,507107498.0,,,,,,,,,,,0.0,1363.0,,1600.0,,,,,,,,
1045,507107499.0,,,,,,,,,,,0.0,1450.0,,1726.0,,,,,,,,
1046,507107500.0,,,,,,,,,,,0.0,1150.0,,1452.0,,,,,,,,
1047,507107501.0,,,,,,,,,,,0.0,1350.0,,1640.0,,,,,,,,
1048,507107502.0,,,,,,,,,,,0.0,1140.0,,1428.0,,,,,,,,
1049,507107503.0,,,,,,,,,,,300.0,1360.0,,1710.0,,,,,,,,
1050,507107504.0,,,,,,,,,,,0.0,1750.0,,2040.0,,,,,,,,
1051,507107505.0,,,,,,,,,,,1780.0,3120.0,,3638.0,,,,,,,,
1052,507107506.0,,,,,,,,,,,1670.0,3135.0,,3500.0,,,,,,,,
1053,507107507.0,,,,,,,,,,,1220.0,3000.0,,3490.0,,,,,,,,
1054,507107508.0,,,,,,,,,,,1330.0,3220.0,,3580.0,,,,,,,,
1055,507107509.0,,,,,,,,,,,1249.0,2680.0,,2900.0,,,,,,,,
1056,507107510.0,,,,,,,,,,,0.0,1050.0,,1314.0,,,,,,,,
1057,507107511.0,,,,,,,,,,,0.0,1490.0,,1830.0,,,,,,,,
